,totalRooms,amount,zipcode,zindex,street,longitude,bathrooms,useCode,latitude,finishedSqFt,link,state,city,FIPScounty,lotSizeSqFt
243,,726104.0,11375.0,,8727 69th Ave,-73.856081,,SingleFamily,40.710375,1216.0,https://www.zillow.com/homedetails/8727-69th-Ave-Flushing-NY-11375/32019920_zpid/,NY,Flushing,36081.0,2317.0
244,,757355.0,11375.0,,8723 69th Ave,-73.856099,2.5,SingleFamily,40.710312,1216.0,https://www.zillow.com/homedetails/8723-69th-Ave-Flushing-NY-11375/32019921_zpid/,NY,Flushing,36081.0,2317.0
245,,725896.0,11375.0,,8721 69th Ave,-73.856117,,SingleFamily,40.710248,1216.0,https://www.zillow.com/homedetails/8721-69th-Ave-Flushing-NY-11375/32019922_zpid/,NY,Flushing,36081.0,2317.0
246,,829934.0,11375.0,,8719 69th Ave,-73.856134,3.0,MultiFamily2To4,40.710187,1888.0,https://www.zillow.com/homedetails/8719-69th-Ave-Flushing-NY-11375/32019923_zpid/,NY,Flushing,36081.0,2326.0
247,,725293.0,11375.0,,8717 69th Ave,-73.856149,,SingleFamily,40.71013,1216.0,https://www.zillow.com/homedetails/8717-69th-Ave-Flushing-NY-11375/32019924_zpid/,NY,Flushing,36081.0,2317.0
248,,725241.0,11375.0,,8715 69th Ave,-73.856165,,SingleFamily,40.710073,1216.0,https://www.zillow.com/homedetails/8715-69th-Ave-Flushing-NY-11375/32019925_zpid/,NY,Flushing,36081.0,2317.0
249,9.0,766521.0,11375.0,,8711 69th Ave,-73.856181,2.5,SingleFamily,40.710016,1888.0,https://www.zillow.com/homedetails/8711-69th-Ave-Flushing-NY-11375/32019926_zpid/,NY,Flushing,36081.0,2100.0
250,,728934.0,11375.0,,8709 69th Ave,-73.856179,,SingleFamily,40.709956,1488.0,https://www.zillow.com/homedetails/8709-69th-Ave-Flushing-NY-11375/32019927_zpid/,NY,Flushing,36081.0,2069.0
251,,720992.0,11375.0,,8707 69th Ave,-73.856165,,SingleFamily,40.709887,1488.0,https://www.zillow.com/homedetails/8707-69th-Ave-Flushing-NY-11375/32019928_zpid/,NY,Flushing,36081.0,1750.0
252,,720374.0,11375.0,,8705 69th Ave,-73.856143,,SingleFamily,40.709783,1100.0,https://www.zillow.com/homedetails/8705-69th-Ave-Flushing-NY-11375/32019929_zpid/,NY,Flushing,36081.0,4124.0
253,,784549.0,11375.0,,8704 69th Ave,-73.855659,,SingleFamily,40.709656,1216.0,https://www.zillow.com/homedetails/8704-69th-Ave-Flushing-NY-11375/32019962_zpid/,NY,Flushing,36081.0,2518.0
254,,792843.0,11375.0,,8706 69th Ave,-73.855672,,SingleFamily,40.709718,1216.0,https://www.zillow.com/homedetails/8706-69th-Ave-Flushing-NY-11375/32019963_zpid/,NY,Flushing,36081.0,2250.0
255,,797515.0,11375.0,,8708 69th Ave,-73.855657,2.0,SingleFamily,40.709773,1216.0,https://www.zillow.com/homedetails/8708-69th-Ave-Flushing-NY-11375/32019964_zpid/,NY,Flushing,36081.0,2000.0
256,,854270.0,11375.0,,8710 69th Ave,-73.855641,,SingleFamily,40.709832,1344.0,https://www.zillow.com/homedetails/8710-69th-Ave-Flushing-NY-11375/32019965_zpid/,NY,Flushing,36081.0,2317.0
257,,788607.0,11375.0,,8712 69th Ave,-73.855623,,SingleFamily,40.709897,1216.0,https://www.zillow.com/homedetails/8712-69th-Ave-Flushing-NY-11375/32019966_zpid/,NY,Flushing,36081.0,2317.0
258,,761191.0,11375.0,,8714 69th Ave,-73.855606,,Duplex,40.709962,1216.0,https://www.zillow.com/homedetails/8714-69th-Ave-Flushing-NY-11375/32019967_zpid/,NY,Flushing,36081.0,2317.0
259,,799017.0,11375.0,,8716 69th Ave,-73.855589,,Duplex,40.710023,1216.0,https://www.zillow.com/homedetails/8716-69th-Ave-Flushing-NY-11375/32019968_zpid/,NY,Flushing,36081.0,2317.0
260,,797107.0,11375.0,,8718 69th Ave,-73.855573,,Duplex,40.710083,1216.0,https://www.zillow.com/homedetails/8718-69th-Ave-Flushing-NY-11375/32019969_zpid/,NY,Flushing,36081.0,2317.0
261,,,10305.0,456000.0,Tompkins Ave,-74.065865,,SingleFamily,40.605483,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/112112734_zpid/,NY,Staten island,36085.0,3050.0
262,,,10305.0,456000.0,Tompkins Ave,-74.066755,,SingleFamily,40.606584,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/124766204_zpid/,NY,Staten island,36085.0,420.0
263,,,10305.0,456000.0,Tompkins Ave,-74.07379,,SingleFamily,40.612896,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/112117924_zpid/,NY,Staten island,36085.0,2475.0
264,,,10305.0,456000.0,Tompkins Ave,-74.072093,,VacantResidentialLand,40.615416,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/143737572_zpid/,NY,Staten island,36085.0,201847.0
265,,,10305.0,456000.0,Tompkins Ave,-74.074734,,VacantResidentialLand,40.61646,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/143740533_zpid/,NY,Staten island,36085.0,10050.0
266,,,10305.0,456000.0,Tompkins Ave,-74.072349,,VacantResidentialLand,40.613513,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/143740701_zpid/,NY,Staten island,36085.0,4263.0
267,,,10305.0,456000.0,Tompkins Ave,-74.06555,,SingleFamily,40.6051,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/244594502_zpid/,NY,Staten island,36085.0,1875.0
268,,,10305.0,456000.0,Tompkins Ave,-74.07062,2.5,MultiFamily5Plus,40.61086,,https://www.zillow.com/homedetails/Tompkins-Ave-Staten-Island-NY-10305/2085461468_zpid/,NY,Staten Island,,
269,,,11207.0,397600.0,Pitkin Ave,-73.88851,,Duplex,40.67297,1080.0,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/249314545_zpid/,NY,BROOKLYN,36047.0,2500.0
270,,,11207.0,397600.0,Pitkin Ave,-73.8918,,Triplex,40.67117,3300.0,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/242724785_zpid/,NY,Brooklyn,36047.0,2000.0
271,,,11207.0,397600.0,Pitkin Ave,-73.89031,,SingleFamily,40.67271,,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/247194167_zpid/,NY,BROOKLYN,36047.0,5000.0
272,,,11207.0,397600.0,Pitkin Ave,-73.8927,,Duplex,40.67104,1784.0,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/154067508_zpid/,NY,BROOKLYN,36047.0,2500.0
273,,,11207.0,397600.0,Pitkin Ave,-73.885169,,VacantResidentialLand,40.673245,,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/142892706_zpid/,NY,Brooklyn,36047.0,1800.0
274,,,11207.0,397600.0,Pitkin Ave,-73.88851,,VacantResidentialLand,40.67297,,https://www.zillow.com/homedetails/Pitkin-Ave-Brooklyn-NY-11207/247859627_zpid/,NY,Brooklyn,36047.0,2500.0
