,Borough,Neighborhood,Venue_Category,Total_Count
1013,STATEN ISLAND,South Beach,Pizza,1
1014,STATEN ISLAND,Port Richmond,Italian,4
1015,STATEN ISLAND,Port Richmond,Chinese,3
1016,STATEN ISLAND,Port Richmond,Caribbean,2
1017,STATEN ISLAND,Port Richmond,Mexican,2
1018,STATEN ISLAND,Port Richmond,Pizza,2
1019,STATEN ISLAND,Mariner's Harbor,Pizza,4
1020,STATEN ISLAND,Mariner's Harbor,Chinese,3
1021,STATEN ISLAND,Mariner's Harbor,Italian,3
1022,STATEN ISLAND,Mariner's Harbor,Mexican,2
1023,STATEN ISLAND,Mariner's Harbor,Spanish,2
1024,STATEN ISLAND,Port Ivory,Pizza,3
1025,STATEN ISLAND,Port Ivory,Chinese,1
1026,STATEN ISLAND,Port Ivory,Karaoke,1
1027,STATEN ISLAND,Port Ivory,Mexican,1
1028,STATEN ISLAND,Port Ivory,Peruvian,1
1029,STATEN ISLAND,Castleton Corners,Pizza,5
1030,STATEN ISLAND,Castleton Corners,Chinese,3
1031,STATEN ISLAND,Castleton Corners,Italian,2
1032,STATEN ISLAND,Castleton Corners,American,1
1033,STATEN ISLAND,Castleton Corners,Caribbean,1
1034,STATEN ISLAND,New Springville,Chinese,2
1035,STATEN ISLAND,New Springville,Pizza,2
1036,STATEN ISLAND,New Springville,Asian,1
1037,STATEN ISLAND,New Springville,Diner,1
1038,STATEN ISLAND,New Springville,Hookah Bar,1
1039,STATEN ISLAND,Travis,Italian,2
1040,STATEN ISLAND,Travis,Spanish,2
1041,STATEN ISLAND,New Dorp,Pizza,6
1042,STATEN ISLAND,New Dorp,Asian,3
1043,STATEN ISLAND,New Dorp,Italian,3
1044,STATEN ISLAND,New Dorp,Chinese,1
1045,STATEN ISLAND,New Dorp,Deli / Bodega,1
1046,STATEN ISLAND,Oakwood,Pizza,4
1047,STATEN ISLAND,Oakwood,Italian,3
1048,STATEN ISLAND,Oakwood,Asian,1
1049,STATEN ISLAND,Oakwood,Japanese,1
1050,STATEN ISLAND,Oakwood,Russian,1
1051,STATEN ISLAND,Great Kills,Italian,5
1052,STATEN ISLAND,Great Kills,Pizza,3
1053,STATEN ISLAND,Great Kills,Sushi,3
1054,STATEN ISLAND,Great Kills,Chinese,2
1055,STATEN ISLAND,Great Kills,Japanese,1
1056,STATEN ISLAND,Eltingville,Italian,5
1057,STATEN ISLAND,Eltingville,Pizza,3
1058,STATEN ISLAND,Eltingville,Sushi,3
1059,STATEN ISLAND,Eltingville,Chinese,2
1060,STATEN ISLAND,Eltingville,Asian,1
1061,STATEN ISLAND,Annadale,Pizza,5
1062,STATEN ISLAND,Annadale,Sushi,3
1063,STATEN ISLAND,Annadale,Asian,2
1064,STATEN ISLAND,Annadale,Chinese,1
1065,STATEN ISLAND,Annadale,Italian,1
1066,STATEN ISLAND,Woodrow,Chinese,1
1067,STATEN ISLAND,Woodrow,Diner,1
1068,STATEN ISLAND,Tottenville,Pizza,3
1069,STATEN ISLAND,Tottenville,Chinese,2
1070,STATEN ISLAND,Tottenville,Italian,2
1071,STATEN ISLAND,Tottenville,Mexican,2
1072,STATEN ISLAND,Tottenville,Seafood,2
1073,STATEN ISLAND,Tompkinsville,Chinese,6
1074,STATEN ISLAND,Tompkinsville,Mexican,4
1075,STATEN ISLAND,Tompkinsville,Sri Lankan,4
1076,STATEN ISLAND,Tompkinsville,Spanish,3
1077,STATEN ISLAND,Tompkinsville,African,2
1078,STATEN ISLAND,Silver Lake,Chinese,4
1079,STATEN ISLAND,Silver Lake,Spanish,3
1080,STATEN ISLAND,Silver Lake,Pizza,2
1081,STATEN ISLAND,Silver Lake,Indian,1
1082,STATEN ISLAND,Silver Lake,Japanese,1
1083,STATEN ISLAND,Sunnyside,Chinese,3
1084,STATEN ISLAND,Sunnyside,Indian,1
1085,STATEN ISLAND,Sunnyside,Pizza,1
1086,STATEN ISLAND,Sunnyside,Spanish,1
1087,BROOKLYN,Ditmas Park,Caribbean,12
1088,BROOKLYN,Ditmas Park,Chinese,12
1089,BROOKLYN,Ditmas Park,Diner,2
1090,BROOKLYN,Ditmas Park,Halal,2
1091,BROOKLYN,Ditmas Park,Indian,2
1092,BROOKLYN,Wingate,Caribbean,20
1093,BROOKLYN,Wingate,Chinese,10
1094,BROOKLYN,Wingate,Bakery,3
1095,BROOKLYN,Wingate,Sandwiches,2
1096,BROOKLYN,Wingate,African,1
1097,BROOKLYN,Rugby,Caribbean,15
1098,BROOKLYN,Rugby,Chinese,9
1099,BROOKLYN,Rugby,Bakery,3
1100,BROOKLYN,Rugby,Sandwiches,3
1101,BROOKLYN,Rugby,African,1
1102,STATEN ISLAND,Park Hill,Italian,6
1103,STATEN ISLAND,Park Hill,Chinese,5
1104,STATEN ISLAND,Park Hill,Pizza,3
1105,STATEN ISLAND,Park Hill,American,2
1106,STATEN ISLAND,Park Hill,Spanish,2
1107,STATEN ISLAND,Westerleigh,Pizza,6
1108,STATEN ISLAND,Westerleigh,Italian,5
1109,STATEN ISLAND,Westerleigh,Chinese,4
1110,STATEN ISLAND,Westerleigh,Mexican,2
1111,STATEN ISLAND,Westerleigh,Asian,1
1112,STATEN ISLAND,Graniteville,Pizza,6
1113,STATEN ISLAND,Graniteville,Chinese,3
1114,STATEN ISLAND,Graniteville,Italian,3
1115,STATEN ISLAND,Graniteville,Japanese,2
1116,STATEN ISLAND,Graniteville,Spanish,2
1117,STATEN ISLAND,Arlington,Chinese,2
1118,STATEN ISLAND,Arlington,Italian,2
1119,STATEN ISLAND,Arlington,Pizza,2
1120,STATEN ISLAND,Arlington,Breakfast,1
1121,STATEN ISLAND,Arlington,Spanish,1
1122,STATEN ISLAND,Arrochar,Italian,6
1123,STATEN ISLAND,Arrochar,Chinese,3
1124,STATEN ISLAND,Arrochar,American,2
1125,STATEN ISLAND,Arrochar,Pizza,2
1126,STATEN ISLAND,Arrochar,Mediterranean,1
1127,STATEN ISLAND,Grasmere,Italian,5
1128,STATEN ISLAND,Grasmere,Chinese,3
1129,STATEN ISLAND,Grasmere,American,2
1130,STATEN ISLAND,Grasmere,Pizza,2
1131,STATEN ISLAND,Grasmere,Asian,1
1132,STATEN ISLAND,Old Town,Chinese,4
1133,STATEN ISLAND,Old Town,Italian,3
1134,STATEN ISLAND,Old Town,American,2
1135,STATEN ISLAND,Old Town,Pizza,2
1136,STATEN ISLAND,Old Town,Asian,1
1137,STATEN ISLAND,Dongan Hills,Pizza,4
1138,STATEN ISLAND,Dongan Hills,Asian,3
1139,STATEN ISLAND,Dongan Hills,Chinese,3
1140,STATEN ISLAND,Dongan Hills,Italian,3
1141,STATEN ISLAND,Dongan Hills,American,2
1142,STATEN ISLAND,Midland Beach,Pizza,7
1143,STATEN ISLAND,Midland Beach,Asian,2
1144,STATEN ISLAND,Midland Beach,Chinese,2
1145,STATEN ISLAND,Midland Beach,Italian,2
1146,STATEN ISLAND,Midland Beach,Spanish,2
1147,STATEN ISLAND,Grant City,Pizza,7
1148,STATEN ISLAND,Grant City,Asian,2
1149,STATEN ISLAND,Grant City,Chinese,2
1150,STATEN ISLAND,Grant City,Italian,2
1151,STATEN ISLAND,Grant City,Spanish,2
1152,STATEN ISLAND,New Dorp Beach,Pizza,6
1153,STATEN ISLAND,New Dorp Beach,Asian,2
1154,STATEN ISLAND,New Dorp Beach,Italian,2
1155,STATEN ISLAND,New Dorp Beach,Chinese,1
1156,STATEN ISLAND,New Dorp Beach,Mexican,1
1157,STATEN ISLAND,Bay Terrace,Italian,4
1158,STATEN ISLAND,Bay Terrace,Pizza,2
1159,STATEN ISLAND,Bay Terrace,Asian,1
1160,STATEN ISLAND,Bay Terrace,Chinese,1
1161,STATEN ISLAND,Bay Terrace,Japanese,1
1162,STATEN ISLAND,Huguenot,Pizza,4
1163,STATEN ISLAND,Huguenot,American,1
1164,STATEN ISLAND,Huguenot,Asian,1
1165,STATEN ISLAND,Huguenot,Chinese,1
1166,STATEN ISLAND,Pleasant Plains,Chinese,2
1167,STATEN ISLAND,Pleasant Plains,Diner,2
1168,STATEN ISLAND,Pleasant Plains,Italian,2
1169,STATEN ISLAND,Pleasant Plains,Pizza,2
1170,STATEN ISLAND,Pleasant Plains,American,1
1171,STATEN ISLAND,Butler Manor,Italian,3
1172,STATEN ISLAND,Butler Manor,Chinese,2
1173,STATEN ISLAND,Butler Manor,Pizza,2
1174,STATEN ISLAND,Butler Manor,American,1
1175,STATEN ISLAND,Butler Manor,Asian,1
1176,STATEN ISLAND,Charleston,Diner,2
1177,STATEN ISLAND,Charleston,Italian,2
1178,STATEN ISLAND,Charleston,Pizza,2
1179,STATEN ISLAND,Charleston,American,1
1180,STATEN ISLAND,Charleston,Chinese,1
1181,STATEN ISLAND,Rossville,Chinese,1
1182,STATEN ISLAND,Arden Heights,Pizza,4
1183,STATEN ISLAND,Arden Heights,Asian,2
1184,STATEN ISLAND,Arden Heights,Sushi,2
1185,STATEN ISLAND,Arden Heights,Chinese,1
1186,STATEN ISLAND,Arden Heights,Italian,1
1187,STATEN ISLAND,Greenridge,Asian,1
1188,STATEN ISLAND,Greenridge,Chinese,1
1189,STATEN ISLAND,Greenridge,Pizza,1
1190,STATEN ISLAND,Heartland Village,Chinese,3
1191,STATEN ISLAND,Heartland Village,Pizza,2
1192,STATEN ISLAND,Heartland Village,Asian,1
1193,STATEN ISLAND,Heartland Village,Diner,1
1194,STATEN ISLAND,Heartland Village,Hookah Bar,1
1195,STATEN ISLAND,Chelsea,Italian,2
1196,STATEN ISLAND,Chelsea,Spanish,2
1197,STATEN ISLAND,Bloomfield,Italian,1
1198,STATEN ISLAND,Bulls Head,Pizza,3
1199,STATEN ISLAND,Bulls Head,Chinese,2
1200,STATEN ISLAND,Bulls Head,Japanese,2
1201,STATEN ISLAND,Bulls Head,Breakfast,1
1202,STATEN ISLAND,Bulls Head,Coffee Shop,1
1203,MANHATTAN,Carnegie Hill,Italian,8
1204,MANHATTAN,Carnegie Hill,Diner,6
1205,MANHATTAN,Carnegie Hill,Chinese,5
1206,MANHATTAN,Carnegie Hill,Pizza,3
1207,MANHATTAN,Carnegie Hill,Mexican,3
1208,MANHATTAN,Noho,Chinese,13
1209,MANHATTAN,Noho,Shop,5
1210,MANHATTAN,Noho,Italian,5
1211,MANHATTAN,Noho,Dim Sum,4
1212,MANHATTAN,Noho,Tapas,2
1213,MANHATTAN,Civic Center,Chinese,17
1214,MANHATTAN,Civic Center,Italian,5
1215,MANHATTAN,Civic Center,Dim Sum,4
1216,MANHATTAN,Civic Center,Seafood,3
1217,MANHATTAN,Civic Center,New American,2
1218,MANHATTAN,Midtown South,American,6
1219,MANHATTAN,Midtown South,Pub,5
1220,MANHATTAN,Midtown South,Italian,5
1221,MANHATTAN,Midtown South,Irish,3
1222,MANHATTAN,Midtown South,Bar,3
1223,STATEN ISLAND,Richmond Town,Italian,3
1224,STATEN ISLAND,Richmond Town,Pizza,3
1225,STATEN ISLAND,Richmond Town,Asian,1
1226,STATEN ISLAND,Richmond Town,Japanese,1
1227,STATEN ISLAND,Richmond Town,Russian,1
1228,STATEN ISLAND,Shore Acres,Italian,6
1229,STATEN ISLAND,Shore Acres,Chinese,4
1230,STATEN ISLAND,Shore Acres,Pizza,2
1231,STATEN ISLAND,Shore Acres,Mediterranean,1
1232,STATEN ISLAND,Shore Acres,Spanish,1
1233,STATEN ISLAND,Clifton,Chinese,3
1234,STATEN ISLAND,Clifton,Italian,3
1235,STATEN ISLAND,Clifton,Spanish,3
1236,STATEN ISLAND,Clifton,Mexican,2
1237,STATEN ISLAND,Clifton,New American,2
1238,STATEN ISLAND,Concord,Chinese,5
1239,STATEN ISLAND,Concord,Italian,4
1240,STATEN ISLAND,Concord,Pizza,3
1241,STATEN ISLAND,Concord,American,2
1242,STATEN ISLAND,Concord,Asian,1
1243,STATEN ISLAND,Emerson Hill,Chinese,4
1244,STATEN ISLAND,Emerson Hill,American,2
1245,STATEN ISLAND,Emerson Hill,Italian,2
1246,STATEN ISLAND,Emerson Hill,Pizza,2
1247,STATEN ISLAND,Emerson Hill,Asian,1
1248,STATEN ISLAND,Randall Manor,Chinese,6
1249,STATEN ISLAND,Randall Manor,Sri Lankan,3
1250,STATEN ISLAND,Randall Manor,Mexican,2
1251,STATEN ISLAND,Randall Manor,African,1
1252,STATEN ISLAND,Randall Manor,Caribbean,1
1253,STATEN ISLAND,Howland Hook,Pizza,3
1254,STATEN ISLAND,Howland Hook,Spanish,2
1255,STATEN ISLAND,Howland Hook,Chinese,1
1256,STATEN ISLAND,Howland Hook,Karaoke,1
1257,STATEN ISLAND,Howland Hook,Mexican,1
1258,STATEN ISLAND,Elm Park,Chinese,4
1259,STATEN ISLAND,Elm Park,Italian,4
1260,STATEN ISLAND,Elm Park,Pizza,4
1261,STATEN ISLAND,Elm Park,Mexican,2
1262,STATEN ISLAND,Elm Park,Spanish,2
1263,BROOKLYN,Remsen Village,Chinese,12
1264,BROOKLYN,Remsen Village,Caribbean,9
1265,BROOKLYN,Remsen Village,Sandwiches,3
1266,BROOKLYN,Remsen Village,Bakery,2
1267,BROOKLYN,Remsen Village,African,1
1268,BROOKLYN,New Lots,Chinese,12
1269,BROOKLYN,New Lots,Caribbean,4
1270,BROOKLYN,New Lots,Spanish,4
1271,BROOKLYN,New Lots,Latin American,3
1272,BROOKLYN,New Lots,Asian,2
1273,BROOKLYN,Paerdegat Basin,Chinese,11
1274,BROOKLYN,Paerdegat Basin,Caribbean,10
1275,BROOKLYN,Paerdegat Basin,Breakfast,2
1276,BROOKLYN,Paerdegat Basin,Italian,2
1277,BROOKLYN,Paerdegat Basin,Sandwiches,2
1278,BROOKLYN,Mill Basin,Chinese,7
1279,BROOKLYN,Mill Basin,Italian,7
1280,BROOKLYN,Mill Basin,Caribbean,3
1281,BROOKLYN,Mill Basin,Breakfast,2
1282,BROOKLYN,Mill Basin,Japanese,2
1283,QUEENS,Jamaica Hills,Chinese,10
1284,QUEENS,Jamaica Hills,Indian,7
1285,QUEENS,Jamaica Hills,Latin American,3
1286,QUEENS,Jamaica Hills,Spanish,3
1287,QUEENS,Jamaica Hills,Pizza,3
1288,QUEENS,Utopia,Chinese,16
1289,QUEENS,Utopia,Pizza,9
1290,QUEENS,Utopia,Sandwiches,4
1291,QUEENS,Utopia,Middle Eastern,3
1292,QUEENS,Utopia,Italian,2
1293,QUEENS,Pomonok,Chinese,15
1294,QUEENS,Pomonok,Pizza,10
1295,QUEENS,Pomonok,Sandwiches,4
1296,QUEENS,Pomonok,Middle Eastern,3
1297,QUEENS,Pomonok,Italian,2
1298,QUEENS,Astoria Heights,Chinese,6
1299,QUEENS,Astoria Heights,Middle Eastern,4
1300,QUEENS,Astoria Heights,Mexican,4
1301,QUEENS,Astoria Heights,Greek,3
1302,QUEENS,Astoria Heights,Hookah Bar,3
1303,BRONX,Claremont Village,Chinese,14
1304,BRONX,Claremont Village,Mexican,6
1305,BRONX,Claremont Village,African,5
1306,BRONX,Claremont Village,Latin American,4
1307,BRONX,Claremont Village,Spanish,3
1308,BRONX,Concourse Village,Chinese,11
1309,BRONX,Concourse Village,Spanish,6
1310,BRONX,Concourse Village,Latin American,5
1311,BRONX,Concourse Village,Pizza,4
1312,BRONX,Concourse Village,African,3
1313,BRONX,Mount Eden,Chinese,12
1314,BRONX,Mount Eden,Spanish,6
1315,BRONX,Mount Eden,Latin American,5
1316,BRONX,Mount Eden,Seafood,4
1317,BRONX,Mount Eden,Mexican,3
1318,BRONX,Mount Hope,Chinese,12
1319,BRONX,Mount Hope,Spanish,6
1320,BRONX,Mount Hope,Caribbean,3
1321,BRONX,Mount Hope,Mexican,3
1322,BRONX,Mount Hope,African,2
1323,MANHATTAN,Sutton Place,American,7
1324,MANHATTAN,Sutton Place,Italian,6
1325,MANHATTAN,Sutton Place,Diner,5
1326,MANHATTAN,Sutton Place,Japanese,3
1327,MANHATTAN,Sutton Place,Pub,3
1328,QUEENS,Hunters Point,Chinese,9
1329,QUEENS,Hunters Point,American,5
1330,QUEENS,Hunters Point,Italian,5
1331,QUEENS,Hunters Point,Sandwiches,3
1332,QUEENS,Hunters Point,Diner,2
1333,MANHATTAN,Turtle Bay,American,9
1334,MANHATTAN,Turtle Bay,Diner,5
1335,MANHATTAN,Turtle Bay,Italian,3
1336,MANHATTAN,Turtle Bay,Japanese,3
1337,MANHATTAN,Turtle Bay,Chinese,2
1338,MANHATTAN,Tudor City,American,8
1339,MANHATTAN,Tudor City,Pub,4
1340,MANHATTAN,Tudor City,Italian,4
1341,MANHATTAN,Tudor City,Diner,3
1342,MANHATTAN,Tudor City,Irish,2
1343,MANHATTAN,Stuyvesant Town,Italian,6
1344,MANHATTAN,Stuyvesant Town,American,5
1345,MANHATTAN,Stuyvesant Town,Chinese,4
1346,MANHATTAN,Stuyvesant Town,Shop,3
1347,MANHATTAN,Stuyvesant Town,New American,3
1348,MANHATTAN,Flatiron,Italian,8
1349,MANHATTAN,Flatiron,American,4
1350,MANHATTAN,Flatiron,Pub,3
1351,MANHATTAN,Flatiron,Bar,2
1352,MANHATTAN,Flatiron,Tapas,2
1353,QUEENS,Sunnyside Gardens,Pizza,4
1354,QUEENS,Sunnyside Gardens,Mexican,4
1355,QUEENS,Sunnyside Gardens,Chinese,4
1356,QUEENS,Sunnyside Gardens,Indian,3
1357,QUEENS,Sunnyside Gardens,Filipino,2
1358,QUEENS,Blissville,Chinese,7
1359,QUEENS,Blissville,Pizza,6
1360,QUEENS,Blissville,Indian,3
1361,QUEENS,Blissville,Italian,3
1362,QUEENS,Blissville,Deli / Bodega,2
1363,BROOKLYN,Fulton Ferry,Chinese,19
1364,BROOKLYN,Fulton Ferry,Dim Sum,4
1365,BROOKLYN,Fulton Ferry,Italian,2
1366,BROOKLYN,Fulton Ferry,Seafood,2
1367,BROOKLYN,Fulton Ferry,Pizza,2
1368,BROOKLYN,Vinegar Hill,Chinese,8
1369,BROOKLYN,Vinegar Hill,Diner,4
1370,BROOKLYN,Vinegar Hill,Mexican,4
1371,BROOKLYN,Vinegar Hill,Asian,2
1372,BROOKLYN,Vinegar Hill,Bar,2
1373,BROOKLYN,Weeksville,Caribbean,18
1374,BROOKLYN,Weeksville,Chinese,5
1375,BROOKLYN,Weeksville,Spanish,4
1376,BROOKLYN,Weeksville,Asian,3
1377,BROOKLYN,Weeksville,American,2
1378,BROOKLYN,Broadway Junction,Chinese,11
1379,BROOKLYN,Broadway Junction,Caribbean,8
1380,BROOKLYN,Broadway Junction,Latin American,4
1381,BROOKLYN,Broadway Junction,Asian,3
1382,BROOKLYN,Broadway Junction,Spanish,3
1383,BROOKLYN,Dumbo,Chinese,18
1384,BROOKLYN,Dumbo,Dim Sum,4
1385,BROOKLYN,Dumbo,Asian,2
1386,BROOKLYN,Dumbo,Mexican,2
1387,BROOKLYN,Dumbo,Diner,2
1388,STATEN ISLAND,Manor Heights,Pizza,2
1389,STATEN ISLAND,Manor Heights,American,1
1390,STATEN ISLAND,Manor Heights,Chinese,1
1391,STATEN ISLAND,Manor Heights,Italian,1
1392,STATEN ISLAND,Manor Heights,Japanese,1
1393,STATEN ISLAND,Willowbrook,Pizza,3
1394,STATEN ISLAND,Willowbrook,American,1
1395,STATEN ISLAND,Willowbrook,Chinese,1
1396,STATEN ISLAND,Willowbrook,Italian,1
1397,STATEN ISLAND,Willowbrook,Japanese,1
1398,STATEN ISLAND,Sandy Ground,Chinese,1
1399,STATEN ISLAND,Egbertville,Pizza,5
1400,STATEN ISLAND,Egbertville,Asian,2
1401,STATEN ISLAND,Egbertville,Italian,2
1402,STATEN ISLAND,Egbertville,Deli / Bodega,1
1403,STATEN ISLAND,Egbertville,Japanese,1
1404,BROOKLYN,Homecrest,Chinese,8
1405,BROOKLYN,Homecrest,Turkish,4
1406,BROOKLYN,Homecrest,American,3
1407,BROOKLYN,Homecrest,Russian,3
1408,BROOKLYN,Homecrest,Eastern European,3
1409,QUEENS,Middle Village,Chinese,13
1410,QUEENS,Middle Village,Pizza,9
1411,QUEENS,Middle Village,Italian,3
1412,QUEENS,Middle Village,Japanese,3
1413,QUEENS,Middle Village,American,2
1414,STATEN ISLAND,Prince's Bay,Chinese,2
1415,STATEN ISLAND,Prince's Bay,Pizza,2
1416,STATEN ISLAND,Prince's Bay,American,1
1417,STATEN ISLAND,Prince's Bay,Asian,1
1418,STATEN ISLAND,Lighthouse Hill,Asian,1
1419,STATEN ISLAND,Lighthouse Hill,Italian,1
1420,STATEN ISLAND,Lighthouse Hill,Japanese,1
1421,STATEN ISLAND,Lighthouse Hill,Pizza,1
1422,STATEN ISLAND,Lighthouse Hill,Russian,1
1423,STATEN ISLAND,Richmond Valley,Italian,4
1424,STATEN ISLAND,Richmond Valley,Diner,2
1425,STATEN ISLAND,Richmond Valley,Pizza,2
1426,STATEN ISLAND,Richmond Valley,American,1
1427,STATEN ISLAND,Richmond Valley,Asian,1
1428,QUEENS,Malba,Chinese,7
1429,QUEENS,Malba,Pizza,5
1430,QUEENS,Malba,Asian,3
1431,QUEENS,Malba,Japanese,3
1432,QUEENS,Malba,Korean,2
1433,BROOKLYN,Highland Park,Chinese,8
1434,BROOKLYN,Highland Park,Latin American,8
1435,BROOKLYN,Highland Park,Caribbean,6
1436,BROOKLYN,Highland Park,Spanish,4
1437,BROOKLYN,Highland Park,Asian,2
1438,BROOKLYN,Madison,Chinese,8
1439,BROOKLYN,Madison,Diner,3
1440,BROOKLYN,Madison,Japanese,3
1441,BROOKLYN,Madison,Pizza,3
1442,BROOKLYN,Madison,American,2
