,hood_name,amount,borough_name,latitude,longitude,log_amount,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
154,Manhattan Terrace,578491.5,BROOKLYN,40.61443251335102,-73.95743840559946,5.762296982077368,44.53333333333333,43.9,31.216666666666665
155,Manhattan Valley,1040904.0,MANHATTAN,40.7973070417029,-73.96428617740662,6.01741067745214,24.966666666666665,29.25,39.8
156,Manhattanville,758131.5,MANHATTAN,40.81693442949784,-73.95738539351888,5.879744541741769,23.966666666666665,33.083333333333336,37.916666666666664
157,Manor Heights,751077.0,STATEN ISLAND,40.60180957631448,-74.12059399718008,5.8756844629174685,40.75,70.91666666666667,37.083333333333336
158,Marble Hill,519675.5,MANHATTAN,40.87655077879968,-73.91065965862988,5.715732242576913,34.78333333333333,45.28333333333333,38.5
159,Marine Park,721422.0,BROOKLYN,40.60974777989464,-73.93134404108504,5.8581893821366515,49.46666666666667,63.083333333333336,23.1
160,Mariner's Harbor,377161.0,STATEN ISLAND,40.63254639048117,-74.15008537046988,5.576526778549737,38.55,57.083333333333336,39.56666666666667
161,Maspeth,833202.5,QUEENS,40.72542737409365,-73.89621713626867,5.920750564365694,18.583333333333332,40.3,21.35
162,Melrose,474500.5,BRONX,40.81975437059498,-73.90942160757443,5.676236674396876,31.116666666666667,40.28333333333333,34.666666666666664
163,Middle Village,789537.0,QUEENS,40.71641451115823,-73.8811431920061,5.8973724871236755,25.283333333333335,53.63333333333333,25.916666666666668
164,Midland Beach,474654.0,STATEN ISLAND,40.573526905742874,-74.09348266303599,5.6763771451075,44.61666666666667,59.11666666666667,38.85
165,Midtown,1058101.0,MANHATTAN,40.75469110270627,-73.98166882730311,6.024527124834441,9.3,11.583333333333334,38.11666666666667
166,Midtown South,1255071.5,MANHATTAN,40.748509664312245,-73.98871313285254,6.098668467785933,0.0,0.0,34.25
167,Midwood,429594.0,BROOKLYN,40.62559589869847,-73.95759523489846,5.633058207083752,41.4,38.266666666666666,32.88333333333333
168,Mill Basin,642533.0,BROOKLYN,40.615974239623405,-73.9151539155041,5.807895437606232,49.95,63.46666666666667,23.6
169,Mill Island,1050585.0,BROOKLYN,40.60633642168567,-73.90818571777432,6.021431195759177,53.55,82.33333333333333,27.2
170,Morningside Heights,742687.0,MANHATTAN,40.80799973816586,-73.96389627905339,5.870805822087569,27.25,22.433333333333334,42.333333333333336
171,Morris Heights,641327.0,BRONX,40.84789792606274,-73.91967159119572,5.807079524190084,29.616666666666667,44.333333333333336,34.25
172,Morris Park,626357.5,BRONX,40.84754906353638,-73.85040178030428,5.796822282029353,36.11666666666667,63.15,29.766666666666666
173,Morrisania,388329.0,BRONX,40.82359198585537,-73.90150648943066,5.589199824410817,33.083333333333336,42.0,35.166666666666664
174,Mott Haven,656187.5,BRONX,40.80623874935181,-73.91609987487583,5.81702795306507,24.833333333333332,30.366666666666667,28.383333333333333
175,Mount Eden,276727.0,BRONX,40.843826176716576,-73.91655551964426,5.442051534923198,30.233333333333334,35.56666666666667,31.583333333333332
176,Mount Hope,505001.5,BRONX,40.84884160724669,-73.90829930881995,5.703292668100355,31.766666666666666,36.56666666666667,34.416666666666664
177,Murray Hill,1080471.0,MANHATTAN,40.74830307725222,-73.97833207924134,6.033613114848142,7.566666666666666,14.9,28.816666666666666
178,Murray Hill,1080471.0,QUEENS,40.7641261226141,-73.81276269135873,6.033613114848142,31.266666666666666,55.8,24.916666666666668
179,Navy Yard,1068453.5,BROOKLYN,40.698790872180545,-73.97164435527614,6.028755626048196,26.4,41.63333333333333,33.983333333333334
180,Neponsit,1270646.0,QUEENS,40.57203673021705,-73.85754672410836,6.1040245736377985,49.95,108.23333333333333,23.65
181,New Brighton,421353.0,STATEN ISLAND,40.64061455913515,-74.08701650516633,5.624646090410594,48.61666666666667,51.166666666666664,42.833333333333336
182,New Dorp,641942.5,STATEN ISLAND,40.57257231820636,-74.11647943606387,5.807496129235415,49.06666666666667,61.95,44.75
183,New Dorp Beach,551919.0,STATEN ISLAND,40.56425549307338,-74.10432707469131,5.7418753450584195,52.21666666666667,68.78333333333333,46.45
184,New Lots,588359.0,BROOKLYN,40.66274427969663,-73.885117763793,5.769642401149043,40.31666666666667,52.516666666666666,18.85
185,New Springville,705073.0,STATEN ISLAND,40.59425237916174,-74.16496031329834,5.848234084162896,39.88333333333333,60.583333333333336,42.45
186,Noho,1108952.0,MANHATTAN,40.72325901885772,-73.98843368023604,6.044912748505988,17.383333333333333,20.983333333333334,37.483333333333334
187,North Corona,1002355.0,QUEENS,40.75407099904894,-73.85751790676454,6.0010215610882796,25.5,37.88333333333333,18.616666666666667
188,North Riverdale,812447.5,BRONX,40.9085428295067,-73.90453054908934,5.909795306639267,33.583333333333336,72.96666666666667,43.8
189,North Side,1200409.5,BROOKLYN,40.714822906532056,-73.95880857587589,6.07932942375819,26.383333333333333,16.183333333333334,32.833333333333336
190,Norwood,221897.0,BRONX,40.877224155994504,-73.87939073956817,5.346151430703153,37.516666666666666,45.233333333333334,34.916666666666664
191,Oakland Gardens,975464.0,QUEENS,40.74561857141858,-73.75494976234339,5.989211246165343,29.5,63.21666666666667,20.716666666666665
192,Oakwood,611346.5,STATEN ISLAND,40.558462243288844,-74.12156593771904,5.786287430184298,53.5,61.95,47.733333333333334
193,Ocean Hill,916268.0,BROOKLYN,40.6784025547954,-73.91306831787404,5.962022519407863,36.9,40.266666666666666,26.05
194,Ocean Parkway,874685.0,BROOKLYN,40.61305976667946,-73.96836678035548,5.9418516788597895,39.13333333333333,50.583333333333336,30.533333333333335
195,Old Town,650334.0,STATEN ISLAND,40.596328913795176,-74.08751118005587,5.8131364598765565,42.766666666666666,44.583333333333336,36.983333333333334
196,Olinville,422622.5,BRONX,40.87137078192375,-73.86332361652784,5.625952614736462,37.916666666666664,51.8,35.583333333333336
197,Ozone Park,630938.0,QUEENS,40.68070846826546,-73.84320266173454,5.799986684789605,34.36666666666667,54.583333333333336,16.466666666666665
198,Paerdegat Basin,630018.0,BROOKLYN,40.63131755039671,-73.90233474295843,5.799352957690091,45.45,73.75,19.15
199,Park Hill,445664.0,STATEN ISLAND,40.60919044434562,-74.08015734936303,5.6490075539138624,41.06666666666667,56.63333333333333,35.28333333333333
200,Park Slope,1397456.0,BROOKLYN,40.672320522682014,-73.97705030183931,6.1453381426707825,33.833333333333336,32.2,42.166666666666664
201,Parkchester,236411.0,BRONX,40.83793782226733,-73.8560031053579,5.373667680027149,37.3,57.45,32.083333333333336
202,Pelham Bay,594422.0,BRONX,40.85064140940339,-73.83207378240478,5.774094874611521,34.2,58.85,29.216666666666665
203,Pelham Gardens,561897.0,BRONX,40.862965624780024,-73.8416119483123,5.749656713378182,35.55,70.25,29.2
204,Pelham Parkway,625382.5,BRONX,40.85741349808869,-73.85475564018006,5.796145724268972,34.983333333333334,66.01666666666667,28.633333333333333
