,hood_name,amount,borough_name,latitude,longitude,log_amount,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
205,Pleasant Plains,794828.0,STATEN ISLAND,40.52469937611818,-74.21983106616784,5.9002731579235626,45.11666666666667,60.75,48.483333333333334
206,Pomonok,863843.5,QUEENS,40.73493618075482,-73.80486120040544,5.936435069744235,27.066666666666666,50.8,21.783333333333335
207,Port Ivory,305285.0,STATEN ISLAND,40.63968297845546,-74.17464532993549,5.484705466017408,38.13333333333333,75.98333333333333,41.416666666666664
208,Port Morris,424923.5,BRONX,40.80166362775625,-73.91322139386142,5.628310750007154,25.716666666666665,40.53333333333333,29.25
209,Port Richmond,429201.0,STATEN ISLAND,40.63366930554369,-74.12943426797015,5.6326607251624505,41.916666666666664,70.83333333333333,42.95
210,Prince's Bay,869446.0,STATEN ISLAND,40.526264067348166,-74.20152556457666,5.939242613790958,45.35,,48.71666666666667
211,Prospect Heights,1094062.0,BROOKLYN,40.67682226225477,-73.96485924262697,6.039041933967169,32.28333333333333,31.216666666666665,39.61666666666667
212,Prospect Lefferts Gardens,752056.0,BROOKLYN,40.65842001746986,-73.9548986707772,5.876250180465952,39.35,38.166666666666664,40.18333333333333
213,Prospect Park South,716567.0,BROOKLYN,40.64700860318523,-73.96261316716055,5.85525680376324,36.766666666666666,34.45,40.15
214,Queens Village,552230.5,QUEENS,40.7188930921674,-73.73871484578433,5.742120389293284,33.7,76.35,18.85
215,Queensboro Hill,1000769.0,QUEENS,40.744572309286745,-73.82580915110566,6.000333844109969,23.633333333333333,53.28333333333333,19.45
216,Randall Manor,634952.0,STATEN ISLAND,40.63563000681155,-74.09805062373894,5.802740895491887,47.95,62.06666666666667,42.166666666666664
217,Ravenswood,1200520.0,QUEENS,40.76170452605419,-73.93157506072886,6.079369399559465,23.216666666666665,29.266666666666666,29.933333333333334
218,Red Hook,1213512.0,BROOKLYN,40.67625323025092,-74.01275897473568,6.084044075276949,29.5,48.416666666666664,38.35
219,Rego Park,886887.0,QUEENS,40.72897409480739,-73.85782686905377,5.947868289050767,23.65,29.45,20.716666666666665
220,Remsen Village,599275.5,BROOKLYN,40.65211745179353,-73.91665331978055,5.777626522928749,46.166666666666664,59.61666666666667,25.45
221,Richmond Hill,742586.0,QUEENS,40.69794731471767,-73.83183321446894,5.870746757198165,31.75,50.38333333333333,18.316666666666666
222,Richmond Town,572104.5,STATEN ISLAND,40.56960594275509,-74.13405729862578,5.757475363807413,48.516666666666666,72.0,45.13333333333333
223,Richmond Valley,844557.0,STATEN ISLAND,40.519541457489126,-74.22957080626948,5.92662896586687,46.166666666666664,61.81666666666667,49.53333333333333
224,Ridgewood,848910.0,QUEENS,40.70832315613862,-73.90143517559596,5.928861649519288,26.116666666666667,47.63333333333333,27.783333333333335
225,Riverdale,545332.0,BRONX,40.89083449389134,-73.91258546108577,5.736660982769645,30.083333333333332,60.21666666666667,40.31666666666667
226,Rochdale,601041.0,QUEENS,40.675211395917366,-73.77258787620913,5.778904098402779,38.13333333333333,85.66666666666667,11.183333333333334
227,Rockaway Park,719085.0,QUEENS,40.58034295646135,-73.84153370226193,5.856780229533218,52.1,86.28333333333333,25.8
228,Roosevelt Island,718267.0,MANHATTAN,40.762403730702246,-73.9494705736962,5.856285913701675,24.183333333333334,18.55,35.65
229,Rosebank,537278.0,STATEN ISLAND,40.61530494652765,-74.06980526716148,5.730199057813783,41.516666666666666,57.63333333333333,35.96666666666667
230,Rosedale,554105.0,QUEENS,40.65981643342812,-73.73526079428285,5.743592069060124,39.88333333333333,80.16666666666667,12.933333333333334
231,Rossville,628282.0,STATEN ISLAND,40.549404006500765,-74.21572851113959,5.798154617550327,41.666666666666664,53.416666666666664,45.03333333333333
232,Roxbury,338659.0,QUEENS,40.567375889570364,-73.89213760232829,5.529762621647384,50.81666666666667,119.31666666666666,24.516666666666666
233,Rugby,609533.0,BROOKLYN,40.65557231328081,-73.92688212616963,5.784997223211066,47.78333333333333,65.7,28.95
234,Sandy Ground,736092.5,STATEN ISLAND,40.5411399220918,-74.21776636068574,5.866932392755131,41.766666666666666,52.0,45.13333333333333
235,Schuylerville,562859.0,BRONX,40.82657951686926,-73.82620275994081,5.75039961476029,30.433333333333334,65.86666666666666,25.966666666666665
236,Sea Gate,597971.5,BROOKLYN,40.576375378902284,-74.00787311200247,5.776680485514013,46.416666666666664,79.26666666666667,30.25
237,Seaside,540126.0,QUEENS,40.58280169684563,-73.82236121088758,5.732495083381457,52.11666666666667,78.91666666666667,25.816666666666666
238,Sheepshead Bay,636122.0,BROOKLYN,40.58689012678388,-73.94318640482987,5.803540415720191,44.166666666666664,57.15,22.716666666666665
239,Shore Acres,552808.5,STATEN ISLAND,40.609719340792886,-74.06667766061778,5.7425747121424005,39.28333333333333,47.5,33.35
240,Silver Lake,646041.0,STATEN ISLAND,40.619193107926804,-74.09629029235465,5.810260080702094,41.31666666666667,61.43333333333333,35.53333333333333
241,Soho,3510702.0,MANHATTAN,40.72218384131798,-74.00065666959766,6.545393966677473,12.9,14.033333333333333,39.46666666666667
242,Somerville,604125.0,QUEENS,40.59771061565772,-73.79664750844056,5.7811268081469365,55.45,78.31666666666666,29.15
243,Soundview,666142.5,BRONX,40.82101219791406,-73.86574609554933,5.823567142599468,30.133333333333333,61.46666666666667,28.466666666666665
244,South Beach,632340.0,STATEN ISLAND,40.5802474135096,-74.07955292539827,5.800950654895332,42.4,57.81666666666667,36.61666666666667
245,South Corona,1103405.5,QUEENS,40.7423817501567,-73.85682497345266,6.042735144397593,25.35,47.666666666666664,21.383333333333333
246,South Jamaica,540509.0,QUEENS,40.69691125378992,-73.79042613135549,5.732802929774612,35.833333333333336,50.983333333333334,17.266666666666666
247,South Ozone Park,565422.5,QUEENS,40.66854957767199,-73.80986478649048,5.752373086487101,35.78333333333333,75.53333333333333,9.9
248,South Side,1140374.0,BROOKLYN,40.710861472650684,-73.95800095153338,6.057047307036886,28.0,30.066666666666666,36.016666666666666
249,Spring Creek,572618.5,BROOKLYN,40.65713927658277,-73.86998779106547,5.757865374978151,40.78333333333333,67.93333333333334,14.483333333333333
250,Springfield Gardens,575402.0,QUEENS,40.666230490368626,-73.76042092682295,5.7599713670910715,37.983333333333334,72.71666666666667,12.333333333333334
251,Spuyten Duyvil,385721.5,BRONX,40.8813949772709,-73.917190482104,5.586273846984077,29.233333333333334,59.0,39.35
252,St. Albans,525089.0,QUEENS,40.69444538522363,-73.75867603727725,5.7202329204212425,38.93333333333333,71.31666666666666,18.816666666666666
253,St. George,563837.0,STATEN ISLAND,40.64498157100444,-74.07935312512804,5.7511535716572295,50.233333333333334,57.1,44.3
254,Stapleton,522988.0,STATEN ISLAND,40.6269276253818,-74.07790192660073,5.718491724061209,45.166666666666664,44.766666666666666,39.38333333333333
255,Starrett City,661042.0,BROOKLYN,40.64758905230878,-73.87936970045882,5.820229053719781,41.0,73.88333333333334,14.7
256,Steinway,895391.0,QUEENS,40.77592301564293,-73.90228960391681,5.95201272476936,24.666666666666668,39.36666666666667,25.8
257,Stuyvesant Town,836911.0,MANHATTAN,40.73099955477065,-73.9740517046921,5.922679276076867,15.083333333333334,18.833333333333332,33.5
258,Sunnyside,765782.0,QUEENS,40.74017628351928,-73.92691617561584,5.884105153873058,17.833333333333332,26.133333333333333,25.9
259,Sunnyside,765782.0,STATEN ISLAND,40.612760157564935,-74.09712552178537,5.884105153873058,39.65,69.55,33.86666666666667
260,Sunnyside Gardens,762619.0,QUEENS,40.745651806080794,-73.9181928643169,5.882307621147938,23.433333333333334,23.35,29.683333333333334
261,Sunset Park,1248396.0,BROOKLYN,40.64510294925433,-74.01031618527792,6.096352368467573,36.666666666666664,39.35,36.983333333333334
262,Sutton Place,1157966.0,MANHATTAN,40.76028033131378,-73.9635561409431,6.063695807898187,18.733333333333334,20.333333333333332,32.45
263,Throgs Neck,449917.0,BRONX,40.815109258040096,-73.8163500215845,5.6531324031827,34.46666666666667,74.91666666666667,28.166666666666668
264,Todt Hill,1446815.5,STATEN ISLAND,40.59706851814676,-74.11132881800887,6.1604131527909995,41.38333333333333,75.5,37.083333333333336
265,Tompkinsville,505362.0,STATEN ISLAND,40.63731606711036,-74.08055351790122,5.703602582635807,47.333333333333336,54.833333333333336,41.55
266,Tottenville,634621.5,STATEN ISLAND,40.505333761156464,-74.24656934235291,5.802514781242477,50.18333333333333,73.6,53.55
267,Travis,546654.0,STATEN ISLAND,40.58631375103285,-74.19073717538123,5.737712530290529,39.333333333333336,47.5,42.71666666666667
268,Tribeca,3579060.5,MANHATTAN,40.72152196744325,-74.01068328559094,6.553769039712742,16.3,25.95,43.78333333333333
269,Tudor City,873520.0,MANHATTAN,40.74691741074023,-73.97121928722272,5.941272852982604,12.083333333333334,22.583333333333332,28.6
270,Turtle Bay,868950.0,MANHATTAN,40.75204236950726,-73.96770824581843,5.938994787554738,13.766666666666667,24.2,30.216666666666665
271,Unionport,588603.0,BRONX,40.82977429787165,-73.85053524451942,5.76982247128742,31.466666666666665,55.266666666666666,27.233333333333334
272,University Heights,408305.0,BRONX,40.85572707719668,-73.91041596191317,5.610984698216198,33.93333333333333,41.983333333333334,38.05
273,Upper East Side,1627817.0,MANHATTAN,40.77563857330185,-73.96050763135007,6.21160557969484,21.716666666666665,21.85,37.25
274,Upper West Side,1195420.0,MANHATTAN,40.7876579985349,-73.9770592363061,6.077520517531608,22.033333333333335,17.283333333333335,42.06666666666667
275,Utopia,943645.0,QUEENS,40.7335002542976,-73.79671678028357,5.974808643092844,29.166666666666668,54.983333333333334,23.116666666666667
276,Van Nest,500152.5,BRONX,40.84360847124722,-73.86629918075617,5.699102443956984,33.416666666666664,50.166666666666664,31.233333333333334
277,Vinegar Hill,915289.0,BROOKLYN,40.703321498828785,-73.981116035924,5.961558243015399,25.3,36.25,34.46666666666667
278,Wakefield,558734.0,BRONX,40.89470517661004,-73.8472005205491,5.747205099788848,40.1,67.11666666666666,36.416666666666664
279,Washington Heights,585055.0,MANHATTAN,40.85190252555309,-73.93690027985242,5.767196695268026,27.783333333333335,35.483333333333334,36.63333333333333
280,Weeksville,1027587.0,BROOKLYN,40.67503986503241,-73.93053108817347,6.011818601370898,40.43333333333333,47.03333333333333,29.983333333333334
281,West Brighton,575809.5,STATEN ISLAND,40.63187892654611,-74.10718178265617,5.760278825813934,46.333333333333336,65.2,40.55
282,West Farms,498512.0,BRONX,40.83947505672657,-73.87774474910552,5.697675616952704,29.733333333333334,43.1,28.55
283,West Village,1376298.0,MANHATTAN,40.734433935724375,-74.00617998126819,6.138712478771169,11.5,15.75,44.833333333333336
284,Westchester Square,544297.5,BRONX,40.840619496432744,-73.8421940760445,5.735836339573921,32.36666666666667,51.55,26.0
285,Westerleigh,574338.0,STATEN ISLAND,40.62109047275413,-74.13304143951713,5.759167551514231,40.766666666666666,68.91666666666667,39.65
286,Whitestone,1008314.0,QUEENS,40.781290766026984,-73.8142021661087,6.003595797220417,28.8,50.016666666666666,22.45
287,Williamsbridge,467897.0,BRONX,40.88103887819214,-73.85744642974214,5.670150260649281,38.65,59.88333333333333,35.25
288,Williamsburg,1456207.0,BROOKLYN,40.70714439344255,-73.95811529220936,6.163223114378033,25.15,26.366666666666667,31.566666666666666
289,Willowbrook,689052.0,STATEN ISLAND,40.60370692627375,-74.13208447484305,5.838251997612852,38.9,64.35,35.9
290,Windsor Terrace,1527697.0,BROOKLYN,40.65694583575108,-73.98007340430179,6.184037225786197,31.1,42.166666666666664,39.483333333333334
291,Wingate,654570.0,BROOKLYN,40.660946561881154,-73.93718680559321,5.815956097010759,43.0,49.15,34.55
292,Woodhaven,673608.0,QUEENS,40.689886879157925,-73.85811046554328,5.828407236352674,33.5,55.833333333333336,20.083333333333332
293,Woodlawn,598682.0,BRONX,40.898272612138086,-73.86731496814183,5.777196200824505,36.61666666666667,62.36666666666667,34.45
294,Woodrow,664472.5,STATEN ISLAND,40.53745265012707,-74.22135055371616,5.822477011847014,44.06666666666667,56.46666666666667,47.43333333333333
295,Woodside,938634.5,QUEENS,40.746349088602265,-73.90184166838291,5.972496512889757,21.2,24.366666666666667,26.033333333333335
296,Yorkville,743266.0,MANHATTAN,40.77592984988492,-73.94711784471833,5.871144266867112,18.966666666666665,19.516666666666666,31.866666666666667
