,index,CMPLNT_NUM,LAW_CAT_CD,OFNS_DESC,BORO_NM,Latitude,Longitude
0,0,118899213,MISDEMEANOR,PETIT LARCENY,STATEN ISLAND,40.53002818500005,-74.20372645699997
1,1,237656719,VIOLATION,HARRASSMENT 2,STATEN ISLAND,40.57354380200008,-74.10676634099997
2,2,192377396,FELONY,BURGLARY,BROOKLYN,40.58137495000005,-73.96452297399995
3,3,547742823,VIOLATION,HARRASSMENT 2,MANHATTAN,40.80455132600008,-73.93229952799999
4,4,417880460,MISDEMEANOR,SEX CRIMES,BROOKLYN,40.680579719000036,-73.97431655799994
5,5,983885487,FELONY,MISCELLANEOUS PENAL LAW,BRONX,40.865428146000056,-73.86786488599995
6,6,155483995,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,40.63476806800003,-74.07744277399995
7,7,380971448,FELONY,GRAND LARCENY,QUEENS,40.76202248300007,-73.89648287499993
8,8,736359683,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.60358855000004,-73.95635435099996
9,9,171477324,VIOLATION,HARRASSMENT 2,STATEN ISLAND,40.61347483000004,-74.06736190199997
10,10,241776321,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.692355735000035,-73.92171792899995
11,11,969648007,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.65945193500005,-73.93120691499998
12,12,503124732,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.734895538000046,-73.98995943399994
13,13,735630218,FELONY,FELONY ASSAULT,QUEENS,40.73292312500007,-73.88268327299994
14,14,952508559,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,QUEENS,40.75710547500006,-73.90804828499995
15,15,825328397,MISDEMEANOR,DANGEROUS DRUGS,BROOKLYN,40.593387743000044,-73.96081867899994
16,16,913034035,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.680717136000055,-73.96463958299995
17,17,950380463,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BRONX,40.83964248300003,-73.90496709399997
18,18,436509275,FELONY,GRAND LARCENY,QUEENS,40.783826549000025,-73.78073449699998
19,19,733059029,FELONY,ROBBERY,MANHATTAN,40.75572676000007,-73.97925421599997
20,20,949883083,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.718564066000056,-73.98820145399995
21,21,699837326,VIOLATION,HARRASSMENT 2,BROOKLYN,40.69334196600005,-73.94735249099993
22,22,527377907,FELONY,GRAND LARCENY,STATEN ISLAND,40.62634973000007,-74.13180516899995
23,23,548313698,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BRONX,40.82263934300004,-73.89586106699994
24,24,391769207,FELONY,RAPE,BRONX,40.83732351100008,-73.91983075699994
25,25,605077053,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.751853036000064,-73.99853247999994
26,26,263856558,VIOLATION,HARRASSMENT 2,BROOKLYN,40.663569288000076,-73.92284026399994
27,27,840741966,MISDEMEANOR,PETIT LARCENY,BRONX,40.860752045000034,-73.88958329299999
28,28,623760894,VIOLATION,HARRASSMENT 2,MANHATTAN,40.791598615000055,-73.94173488299998
29,29,812933317,VIOLATION,HARRASSMENT 2,QUEENS,40.74489833900003,-73.86039896099999
30,30,890630316,FELONY,GRAND LARCENY,MANHATTAN,40.75230591800005,-74.00154983299996
31,31,797903268,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,QUEENS,40.78097011700004,-73.77547206199995
32,32,275770435,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,BROOKLYN,40.61158538600006,-73.95976351299998
33,33,790991784,FELONY,CRIMINAL MISCHIEF & RELATED OF,QUEENS,40.69737742400008,-73.82199381899994
34,34,795765825,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.73503562400003,-73.99123676799998
35,35,227056746,MISDEMEANOR,DANGEROUS DRUGS,BROOKLYN,40.70220428600004,-73.94061202099994
36,36,400122285,FELONY,GRAND LARCENY,QUEENS,40.70772410500007,-73.80278841599994
37,37,373371491,MISDEMEANOR,PETIT LARCENY,BRONX,40.817755155000036,-73.91801900999997
38,38,601764631,FELONY,DANGEROUS WEAPONS,BROOKLYN,40.71934994400005,-73.95718042299995
39,39,828487531,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.80959683800006,-73.94978559799995
40,40,236087552,VIOLATION,HARRASSMENT 2,BROOKLYN,40.62280690000005,-74.02835139899997
41,41,727201121,VIOLATION,HARRASSMENT 2,QUEENS,40.717955142000044,-73.75487664699995
42,42,727007415,FELONY,GRAND LARCENY,QUEENS,40.743625069000075,-73.81917446699998
43,43,502511736,MISDEMEANOR,PETIT LARCENY,BRONX,40.80985488300007,-73.92465750699995
44,44,977198818,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.750430768000044,-73.98928217599996
45,45,360895789,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,BROOKLYN,40.67163678100008,-73.96262203799995
46,46,474325923,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.677139571000055,-73.86375304799998
47,47,265341842,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.643542986000064,-73.89774409899995
48,48,363959718,MISDEMEANOR,DANGEROUS DRUGS,MANHATTAN,40.812115968000064,-73.95516997799997
49,49,147179446,FELONY,GRAND LARCENY,BROOKLYN,40.67565855700008,-73.94995854199995
50,50,425326873,FELONY,GRAND LARCENY,BROOKLYN,40.643006969000055,-73.97686058599999
51,51,117567041,FELONY,MISCELLANEOUS PENAL LAW,BROOKLYN,40.694463380000045,-73.934344207
52,52,179499397,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.65773960300004,-73.86859703099998
53,53,742541590,FELONY,GRAND LARCENY,MANHATTAN,40.866062945000074,-73.91929717799998
54,54,819318095,VIOLATION,HARRASSMENT 2,BROOKLYN,40.64636054700002,-73.91278462499997
55,55,187604481,FELONY,BURGLARY,BRONX,40.81133729000004,-73.91703347999999
56,56,251371487,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.80959683800006,-73.94978559799995
57,57,615564062,VIOLATION,HARRASSMENT 2,BROOKLYN,40.57628456500004,-73.98139061299997
58,58,877052112,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,40.664239422000044,-73.90842501099996
59,59,755496075,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.70493601500005,-73.95412036099998
60,60,226472568,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.743418414000075,-73.99799856299995
61,61,282691561,FELONY,GRAND LARCENY,MANHATTAN,40.79330655100007,-73.96349994499997
62,62,245153144,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.78874407400008,-73.97053356999999
63,63,103808393,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,QUEENS,40.673684008000066,-73.79375389899997
64,64,960961256,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.78787459900008,-73.92818164599998
65,65,449156260,FELONY,BURGLARY,MANHATTAN,40.75387492400005,-73.98482043999995
66,66,349245965,FELONY,POSSESSION OF STOLEN PROPERTY,BROOKLYN,40.66660606200002,-73.87174805199999
67,67,689566393,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,QUEENS,40.73872026500004,-73.81922386299993
68,68,684550794,VIOLATION,HARRASSMENT 2,BRONX,40.85345024200007,-73.89153654899997
69,69,822154729,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,40.693497594000064,-73.97916899999996
70,70,575564857,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,QUEENS,40.67736305900007,-73.78095113399995
71,71,494733065,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.70422671700004,-73.93002099999995
72,72,411685439,VIOLATION,HARRASSMENT 2,QUEENS,40.73677705000005,-73.86538120099993
73,73,689864016,FELONY,GRAND LARCENY,BROOKLYN,40.66912282700008,-73.99140763999998
74,74,969687223,FELONY,GRAND LARCENY,MANHATTAN,40.821816961000025,-73.95124327899998
75,75,155364479,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.79904437600004,-73.95930708999998
76,76,153321223,FELONY,SEX CRIMES,BRONX,40.88745131300004,-73.84760778699997
77,77,327087971,VIOLATION,HARRASSMENT 2,MANHATTAN,40.76297607600002,-73.98189437799994
78,78,710092577,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.81192098600008,-73.94255158399994
79,79,453246705,FELONY,ROBBERY,BROOKLYN,40.69389889200004,-73.93600357999998
80,80,854437519,FELONY,DANGEROUS DRUGS,BROOKLYN,40.68019824600003,-73.86934235799998
81,81,665425229,VIOLATION,HARRASSMENT 2,BROOKLYN,40.69725825500007,-73.95252444599998
82,82,330045464,MISDEMEANOR,CRIMINAL TRESPASS,MANHATTAN,40.80027140300007,-73.95248348799998
83,83,792306930,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.796771337000045,-73.94509645599999
84,84,157246838,FELONY,RAPE,BROOKLYN,40.60260317900003,-74.00308766099994
85,85,819711450,VIOLATION,HARRASSMENT 2,MANHATTAN,40.814508157000034,-73.95931208599995
86,86,890616350,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,BROOKLYN,40.675743977000025,-73.89685472999997
87,87,921898181,FELONY,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,40.71634415200003,-74.00125319299997
88,88,541318389,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,40.691956351000044,-73.98857036999993
89,89,267955429,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,QUEENS,40.712910577000045,-73.90607842399999
90,90,270448013,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,BRONX,40.81677451500008,-73.86474972199994
91,91,857503996,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.732198493000055,-73.78258219599995
92,92,706670570,VIOLATION,HARRASSMENT 2,QUEENS,40.73729428100006,-73.80007752899995
93,93,327847292,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BRONX,40.831969085000026,-73.90265811699999
94,94,473901006,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,40.63679357700005,-73.95262871299997
95,95,684190473,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.79701189900004,-73.93777532299998
96,96,658540622,FELONY,DANGEROUS WEAPONS,MANHATTAN,40.815669883000055,-73.93656568099993
97,97,815108006,FELONY,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.670168236000045,-73.91572748899993
98,98,604131675,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,QUEENS,40.70045509100004,-73.90308455999997
99,99,757903397,FELONY,GRAND LARCENY,BRONX,40.822992789000075,-73.85687853999997
100,100,654519991,FELONY,MISCELLANEOUS PENAL LAW,BROOKLYN,40.62344992800007,-73.99894596199994
101,101,528931719,FELONY,GRAND LARCENY,BRONX,40.82906395500004,-73.84405940299997
102,102,318274046,FELONY,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,40.68245558600006,-73.88048616499998
103,103,712383598,FELONY,BURGLARY,MANHATTAN,40.754408117000025,-73.99185864599998
104,104,469818526,VIOLATION,HARRASSMENT 2,MANHATTAN,40.74095063100003,-73.99212733199995
105,105,488712420,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BRONX,40.87984808800008,-73.83530838899995
106,106,332739147,MISDEMEANOR,PETIT LARCENY,BRONX,40.81481271800004,-73.90704009799998
107,107,324402733,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.66479619800003,-73.93150058099997
108,108,886184292,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,40.73821959500003,-73.99201218099995
109,109,347011262,VIOLATION,HARRASSMENT 2,BRONX,40.82547196300004,-73.89294073699995
110,110,675374041,FELONY,GRAND LARCENY,BROOKLYN,40.66930644100006,-73.89571115099994
111,111,601399491,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.81077276700007,-73.95259158999993
112,112,551121400,VIOLATION,HARRASSMENT 2,MANHATTAN,40.74833701100005,-74.00171936599996
113,113,218101068,FELONY,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.77365029300007,-73.95985695199995
114,114,934161860,FELONY,FELONY ASSAULT,BROOKLYN,40.686104855000046,-73.97391059099994
115,115,731815397,FELONY,MISCELLANEOUS PENAL LAW,BROOKLYN,40.643782215000044,-73.96103772399994
116,116,367927915,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.718956779000045,-73.96319794999994
117,117,741066184,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,BRONX,40.81573659600008,-73.92861400899994
118,118,739329910,MISDEMEANOR,OFFENSES AGAINST THE PERSON,BRONX,40.81609163900004,-73.91771758799997
119,119,684724252,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,STATEN ISLAND,40.627375101000034,-74.16656083599996
120,120,152190951,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BRONX,40.83086041200004,-73.90288739199997
121,121,609596898,MISDEMEANOR,DANGEROUS WEAPONS,BROOKLYN,40.71532429800004,-73.95972614299995
122,122,408135446,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,40.80209197100004,-73.93700122199994
123,123,228612750,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,40.76416498700007,-73.92306306299997
124,124,357568829,VIOLATION,HARRASSMENT 2,QUEENS,40.66625888700002,-73.76895170499995
125,125,598699685,VIOLATION,HARRASSMENT 2,BROOKLYN,40.69699455600005,-73.93522525599997
126,126,555613453,MISDEMEANOR,PETIT LARCENY,BRONX,40.86846737800005,-73.82158284599996
127,127,521107182,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,40.63508230600007,-73.88759314999999
128,128,534406125,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.66442383200007,-73.86919663399993
129,129,440911771,FELONY,MISCELLANEOUS PENAL LAW,QUEENS,40.76052785100006,-73.88342879399994
130,130,863252717,MISDEMEANOR,PETIT LARCENY,QUEENS,40.705616513000045,-73.79209337499998
131,131,651876391,FELONY,GRAND LARCENY,BROOKLYN,40.69224167400005,-73.987300996
132,132,442613364,FELONY,MISCELLANEOUS PENAL LAW,QUEENS,40.71772100500005,-73.88108669399995
133,133,103124003,FELONY,FELONY ASSAULT,MANHATTAN,40.80573780000003,-73.93854378499998
134,134,286995054,MISDEMEANOR,OFFENSES INVOLVING FRAUD,BRONX,40.86187944700004,-73.89177225199995
135,135,929362117,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.82494951800004,-73.94691595199998
136,136,907246953,FELONY,GRAND LARCENY,BRONX,40.85340834100003,-73.86484873899997
137,137,620254133,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.67126937300003,-73.94341533699999
138,138,499041910,FELONY,FORGERY,STATEN ISLAND,40.63775534800004,-74.07601941699994
139,139,364895460,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,40.82196725000005,-73.95642429999998
140,140,540226232,FELONY,FELONY ASSAULT,QUEENS,40.70757327100006,-73.79968334399997
141,141,348097690,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,BRONX,40.84225706400008,-73.91402407499999
142,142,354512159,FELONY,FELONY ASSAULT,BRONX,40.87949963300008,-73.87223059699994
143,143,859939918,VIOLATION,HARRASSMENT 2,MANHATTAN,40.72197895800008,-73.99333452499997
144,144,786247539,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.70170071600006,-73.94352655899995
145,145,915436516,FELONY,ROBBERY,BROOKLYN,40.67727336100006,-73.89147697199995
146,146,366272965,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.607115663000044,-74.00077214699995
147,147,851406103,VIOLATION,HARRASSMENT 2,QUEENS,40.74180732800004,-73.92466588899998
148,148,241920556,FELONY,BURGLARY,MANHATTAN,40.77950395300008,-73.95056655099995
149,149,799593166,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.688265243000046,-73.85564606099996
150,150,332103783,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BRONX,40.84287120200002,-73.893476552
151,151,749321761,FELONY,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,40.722797981000035,-73.85195635699995
152,152,399696912,MISDEMEANOR,DANGEROUS DRUGS,MANHATTAN,40.73736895500008,-73.99684042399997
153,153,134726932,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,QUEENS,40.767456606000046,-73.88173435499994
154,154,556379298,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.72111172700004,-74.00428366199995
155,155,558158390,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.73693777300008,-73.991705617
156,156,370441500,FELONY,GRAND LARCENY,BROOKLYN,40.67516305700008,-73.87819556499993
157,157,437404906,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.604617888000064,-73.99825480899995
158,158,661346034,MISDEMEANOR,PETIT LARCENY,BRONX,40.820954868000044,-73.85801740899994
159,159,767413737,FELONY,GRAND LARCENY,MANHATTAN,40.71007470800004,-74.00976558899998
160,160,709936479,FELONY,FELONY ASSAULT,BRONX,40.81052510200004,-73.91004802699997
161,161,468060235,FELONY,FELONY ASSAULT,BRONX,40.83795285700006,-73.90633196
162,162,776003087,FELONY,GRAND LARCENY,BRONX,40.838173866000034,-73.92735396399995
163,163,106970017,FELONY,GRAND LARCENY,STATEN ISLAND,40.611522972000046,-74.09162081099998
164,164,111330880,FELONY,FELONY ASSAULT,QUEENS,40.74828052400005,-73.87788142999993
165,165,555172974,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,40.72779616600008,-73.97923404699995
166,166,665981200,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,BRONX,40.86187255900006,-73.91280930499995
167,167,263121382,FELONY,GRAND LARCENY,BROOKLYN,40.691882561000064,-73.99244323999993
168,168,533068964,FELONY,GRAND LARCENY,MANHATTAN,40.74196087700005,-74.00460978899997
169,169,737158136,VIOLATION,HARRASSMENT 2,BROOKLYN,40.57462792900003,-73.99197054399998
170,170,209660798,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BRONX,40.83739247600005,-73.91645167499998
171,171,699103277,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.78415647000002,-73.97759873799998
172,172,815632900,FELONY,GRAND LARCENY,QUEENS,40.670307310000055,-73.82484540799999
173,173,659982670,FELONY,GRAND LARCENY,MANHATTAN,40.79387290200003,-73.94509523399995
174,174,144018677,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.65183647400005,-74.00332779599995
175,175,842570897,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.77076177400005,-73.95694158199996
176,176,666006361,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,QUEENS,40.67072766000007,-73.73952036999998
177,177,272028396,FELONY,GRAND LARCENY,BRONX,40.80768820600008,-73.90802536699994
178,178,808367933,MISDEMEANOR,FRAUDS,STATEN ISLAND,40.545819666000064,-74.19063059399997
179,179,194874515,VIOLATION,HARRASSMENT 2,BROOKLYN,40.59661654800004,-73.99215154599993
180,180,123823104,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.711026512000046,-73.78174227399995
181,181,319226555,FELONY,GRAND LARCENY,QUEENS,40.74461493200005,-73.86676199699998
182,182,530884179,FELONY,GRAND LARCENY,MANHATTAN,40.763792658000064,-73.99741675699995
183,183,634807726,FELONY,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.67071280300007,-73.869793524
184,184,855280821,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.677605279000026,-73.82821877999999
185,185,707232155,FELONY,ROBBERY,MANHATTAN,40.74406873600003,-74.00681132599993
186,186,539972962,VIOLATION,HARRASSMENT 2,BRONX,40.843463980000074,-73.78507741599998
187,187,327037250,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.71667567300005,-74.01176863899997
188,188,165532490,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.70974241200002,-73.95491419699994
189,189,256521515,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.666670045000046,-73.97846365699995
190,190,942836973,VIOLATION,HARRASSMENT 2,BROOKLYN,40.67429240800004,-73.87511842899994
191,191,515661034,FELONY,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,40.69182957600003,-73.85694011599996
192,192,808769531,FELONY,FORGERY,BRONX,40.82291230800007,-73.87004130399998
193,193,646361256,MISDEMEANOR,PETIT LARCENY,BRONX,40.85933712400004,-73.90331577499995
194,194,697276235,VIOLATION,HARRASSMENT 2,BRONX,40.88263546300004,-73.883941587
195,195,548086246,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BRONX,40.86732815700003,-73.84019505799995
196,196,842276019,FELONY,FELONY ASSAULT,BROOKLYN,40.672786795000036,-73.86647288899997
197,197,738762810,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.707668355000074,-73.91343660999998
198,198,318122134,VIOLATION,HARRASSMENT 2,BROOKLYN,40.643361109000075,-73.95776609099995
199,199,661794752,FELONY,PROSTITUTION & RELATED OFFENSES,BROOKLYN,40.599758853000026,-73.94806006099995
200,200,591125624,MISDEMEANOR,CRIMINAL TRESPASS,MANHATTAN,40.719475120000034,-73.98633260499997
201,201,554283171,FELONY,BURGLARY,BROOKLYN,40.680404582000044,-73.90989905299993
202,202,526520266,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.653684258000055,-73.95781001099994
203,203,925651632,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BRONX,40.85932523400004,-73.90552822999997
204,204,522927183,MISDEMEANOR,PETIT LARCENY,QUEENS,40.752816100000075,-73.83107109999997
205,205,717324943,FELONY,GRAND LARCENY,BROOKLYN,40.631898369000055,-73.97474600599996
206,206,815024496,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,MANHATTAN,40.84673403500005,-73.93562161299997
207,207,569558583,VIOLATION,HARRASSMENT 2,BROOKLYN,40.71578237000005,-73.95886732699995
208,208,431218375,MISDEMEANOR,PETIT LARCENY,QUEENS,40.706808642000055,-73.75105110599996
209,209,502163480,VIOLATION,HARRASSMENT 2,BROOKLYN,40.682566085000076,-73.98504578999997
210,210,265246609,FELONY,GRAND LARCENY,MANHATTAN,40.771655803000044,-73.98857113599996
211,211,550840729,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,QUEENS,40.677850314000075,-73.78026092699997
212,212,292619875,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BRONX,40.843654230000034,-73.88295784999997
213,213,610779443,VIOLATION,HARRASSMENT 2,BRONX,40.81439401400007,-73.88692181199998
214,214,513811222,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BRONX,40.822043320000034,-73.91181731299997
215,215,797533854,FELONY,BURGLARY,BROOKLYN,40.63202014900003,-74.02013737399994
216,216,366926995,FELONY,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.68034722300007,-73.93003524099998
217,217,677369080,FELONY,ROBBERY,MANHATTAN,40.86446897800005,-73.92030780199997
218,218,825690592,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,40.62253255300004,-74.16324186399999
219,219,239483476,VIOLATION,HARRASSMENT 2,MANHATTAN,40.79093908200008,-73.97962966299998
220,220,397705136,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,BRONX,40.84186482500007,-73.88042386599994
221,221,735018277,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.687446047000044,-73.92697009499993
222,222,505703501,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.69831250200008,-73.95314759599995
223,223,147068548,MISDEMEANOR,PETIT LARCENY,QUEENS,40.68373291100005,-73.81488758599994
224,224,490301269,VIOLATION,HARRASSMENT 2,MANHATTAN,40.807699163000045,-73.94738485799998
225,225,739811653,MISDEMEANOR,PETIT LARCENY,MANHATTAN,40.71037649700002,-74.01123368899994
226,226,606740214,VIOLATION,HARRASSMENT 2,MANHATTAN,40.70459638900007,-74.00650793499993
227,227,875200169,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BRONX,40.88675466400008,-73.86105586199994
228,228,898398218,FELONY,GRAND LARCENY,BRONX,40.88126160300004,-73.90312839199999
229,229,517596324,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,BROOKLYN,40.70324715600003,-73.92614129399993
230,230,649791459,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.72032890600008,-74.01218054599997
231,231,437279027,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.687368118000045,-73.97704711599994
232,232,244955432,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BRONX,40.84844783200003,-73.92390535299995
233,233,220682300,VIOLATION,HARRASSMENT 2,BRONX,40.84145493400007,-73.87438539999994
234,234,978973257,VIOLATION,HARRASSMENT 2,BRONX,40.841565701000036,-73.88589258299999
235,235,750010674,MISDEMEANOR,SEX CRIMES,QUEENS,40.74525274100006,-73.87006286999997
236,236,199615405,MISDEMEANOR,DANGEROUS DRUGS,BROOKLYN,40.66304320600005,-73.90565842999997
237,237,997779804,MISDEMEANOR,PETIT LARCENY,BROOKLYN,40.69240388700007,-73.99007040599997
238,238,175864830,FELONY,BURGLARY,QUEENS,40.72215336700003,-73.87805196299998
239,239,451483415,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,BRONX,40.86730024600007,-73.87047519499998
240,240,257472044,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.76072625300003,-73.96267672899995
241,241,569557900,FELONY,MISCELLANEOUS PENAL LAW,QUEENS,40.58989372800004,-73.80807989899995
242,242,683238461,FELONY,GRAND LARCENY,QUEENS,40.78625617800003,-73.83544961499997
243,243,726221210,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,40.698078486000036,-73.94531476999998
244,244,509814868,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,40.825817779000026,-73.94897843799998
245,245,102682211,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,QUEENS,40.69504351900008,-73.74806582799994
246,246,658281289,FELONY,GRAND LARCENY,MANHATTAN,40.804384046000045,-73.93742166899995
247,247,185231230,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,40.68957639800004,-73.86868934499995
248,248,178474865,FELONY,GRAND LARCENY,QUEENS,40.70474132900005,-73.89257919099998
249,249,337732840,MISDEMEANOR,PETIT LARCENY,QUEENS,40.68767072700007,-73.83406668499998
250,250,603222847,FELONY,GRAND LARCENY,MANHATTAN,40.710093847000046,-74.01060962999998
251,251,282622659,FELONY,DANGEROUS DRUGS,MANHATTAN,40.75757811200003,-73.98954452399995
252,252,163873970,FELONY,GRAND LARCENY,MANHATTAN,40.81270997200004,-73.93962834099993
253,253,932099080,FELONY,MISCELLANEOUS PENAL LAW,BROOKLYN,40.657888815000035,-73.95660355699994
254,254,524978963,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,40.80837413600005,-73.94688582299993
255,255,905439789,FELONY,GRAND LARCENY,QUEENS,40.692063070000074,-73.74574398299995
