,amount,borough_name,hood_name,total_crime,Latitude,Longitude,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
204,789537.0,QUEENS,Middle Village,14,40.71641451115823,-73.88114319200609,25.28333333333333,64.43333333333334,25.91666666666667
205,1169898.0,QUEENS,Murray Hill,27,40.7641261226141,-73.81276269135874,31.266666666666666,27.83333333333333,24.91666666666667
206,1270646.0,QUEENS,Neponsit,4,40.57203673021705,-73.85754672410836,49.95,108.23333333333332,23.65
207,1002355.0,QUEENS,North Corona,45,40.75407099904894,-73.85751790676454,25.5,46.2,18.616666666666667
208,975464.0,QUEENS,Oakland Gardens,11,40.745618571418575,-73.75494976234339,29.5,52.21666666666667,20.716666666666665
209,630938.0,QUEENS,Ozone Park,55,40.680708468265465,-73.84320266173454,34.36666666666667,53.8,16.466666666666665
210,863843.5,QUEENS,Pomonok,19,40.73493618075482,-73.80486120040544,27.066666666666666,61.36666666666667,21.78333333333333
211,552230.5,QUEENS,Queens Village,27,40.7188930921674,-73.73871484578433,33.7,68.33333333333333,18.85
212,1000769.0,QUEENS,Queensboro Hill,17,40.744572309286745,-73.82580915110564,23.63333333333333,55.26666666666666,19.45
213,1200520.0,QUEENS,Ravenswood,46,40.76170452605419,-73.93157506072886,23.216666666666665,29.266666666666666,29.93333333333333
214,886887.0,QUEENS,Rego Park,20,40.72897409480739,-73.85782686905377,23.65,35.61666666666667,20.716666666666665
215,742586.0,QUEENS,Richmond Hill,63,40.69794731471767,-73.83183321446894,31.75,43.43333333333333,18.316666666666666
216,848910.0,QUEENS,Ridgewood,80,40.70832315613862,-73.90143517559595,26.11666666666667,46.63333333333333,27.78333333333333
217,601041.0,QUEENS,Rochdale,66,40.675211395917366,-73.77258787620913,38.13333333333333,68.18333333333334,11.183333333333335
218,719085.0,QUEENS,Rockaway Park,7,40.58034295646135,-73.84153370226194,52.1,87.08333333333331,25.8
219,554105.0,QUEENS,Rosedale,16,40.65981643342812,-73.73526079428285,39.88333333333333,55.0,12.933333333333335
220,540126.0,QUEENS,Seaside,37,40.58280169684563,-73.82236121088758,52.11666666666667,79.71666666666667,25.816666666666666
221,604125.0,QUEENS,Somerville,8,40.59771061565772,-73.79664750844056,55.45,79.61666666666666,29.15
222,1103405.5,QUEENS,South Corona,35,40.7423817501567,-73.85682497345266,25.35,53.31666666666667,21.383333333333333
223,540509.0,QUEENS,South Jamaica,61,40.69691125378992,-73.79042613135549,35.833333333333336,60.61666666666667,17.266666666666666
224,565422.5,QUEENS,South Ozone Park,52,40.66854957767199,-73.8098647864905,35.78333333333333,102.88333333333334,9.9
225,575402.0,QUEENS,Springfield Gardens,15,40.66623049036863,-73.76042092682295,37.98333333333333,54.25,12.333333333333336
