,amount,borough_name,hood_name,total_crime,Latitude,Longitude,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
226,525089.0,QUEENS,St. Albans,35,40.69444538522363,-73.75867603727725,38.93333333333333,65.61666666666666,18.816666666666666
227,895391.0,QUEENS,Steinway,8,40.77592301564293,-73.90228960391681,24.66666666666667,39.36666666666667,25.8
228,1156065.0,QUEENS,Sunnyside,13,40.74017628351928,-73.92691617561584,17.833333333333332,36.06666666666667,25.9
229,762619.0,QUEENS,Sunnyside Gardens,34,40.7456518060808,-73.91819286431691,23.43333333333333,20.85,29.68333333333333
230,943645.0,QUEENS,Utopia,7,40.7335002542976,-73.79671678028356,29.16666666666667,70.36666666666666,23.11666666666667
231,1008314.0,QUEENS,Whitestone,13,40.78129076602698,-73.8142021661087,28.8,60.01666666666666,22.45
232,673608.0,QUEENS,Woodhaven,42,40.68988687915793,-73.85811046554328,33.5,56.68333333333333,20.08333333333333
233,938634.5,QUEENS,Woodside,42,40.746349088602265,-73.9018416683829,21.2,18.35,26.03333333333333
234,748585.0,STATEN ISLAND,Annadale,3,40.538114174745104,-74.17854866165884,47.35,80.88333333333334,50.71666666666667
235,621176.5,STATEN ISLAND,Arden Heights,8,40.549285822783254,-74.185886745839,44.43333333333333,100.28333333333332,47.8
236,389937.0,STATEN ISLAND,Arlington,18,40.635325099114965,-74.16510420241131,37.93333333333333,76.2,43.55
237,621200.0,STATEN ISLAND,Arrochar,6,40.596312571276776,-74.06712363225581,38.5,66.53333333333333,32.73333333333333
238,534856.0,STATEN ISLAND,Bay Terrace,7,40.55398800858465,-74.13916622175775,52.81666666666667,62.68333333333333,49.61666666666667
239,618980.0,STATEN ISLAND,Bulls Head,12,40.60959180042034,-74.15940948657129,37.98333333333333,71.85,38.28333333333333
240,636237.0,STATEN ISLAND,Castleton Corners,5,40.61333593766747,-74.1191805853485,39.266666666666666,61.08333333333334,35.75
241,525170.0,STATEN ISLAND,Clifton,3,40.61917845202847,-74.07264244548406,42.73333333333333,57.73333333333333,36.95
242,591857.0,STATEN ISLAND,Concord,4,40.60447318968794,-74.08402364740365,39.65,43.56666666666667,33.86666666666667
243,653943.0,STATEN ISLAND,Dongan Hills,6,40.58867294819932,-74.09639905312528,46.03333333333333,46.7,40.25
244,716103.5,STATEN ISLAND,Egbertville,2,40.579118742961256,-74.12727240604953,45.25,106.61666666666666,41.88333333333333
245,494919.0,STATEN ISLAND,Elm Park,15,40.63014674119387,-74.14181678968897,39.3,70.68333333333334,39.78333333333333
246,645960.0,STATEN ISLAND,Eltingville,9,40.54223074745079,-74.16433080419367,49.63333333333333,67.3,52.43333333333333
247,1127985.0,STATEN ISLAND,Emerson Hill,4,40.60679439480104,-74.09776206972529,42.11666666666667,59.31666666666667,36.333333333333336
248,447423.0,STATEN ISLAND,Graniteville,28,40.620171512231934,-74.1531524638777,36.6,77.16666666666667,38.46666666666667
249,575531.0,STATEN ISLAND,Grant City,9,40.57621558711792,-74.10585598545441,48.41666666666666,47.03333333333333,42.65
250,632809.0,STATEN ISLAND,Grasmere,8,40.598268359599956,-74.07667436279057,39.11666666666667,66.8,33.18333333333333
251,574283.0,STATEN ISLAND,Great Kills,12,40.54948022871365,-74.14932381490998,54.36666666666667,69.25,51.7
252,466087.0,STATEN ISLAND,Greenridge,5,40.55971249634296,-74.19150620964295,42.38333333333333,80.55,45.75
253,531685.5,STATEN ISLAND,Grymes Hill,10,40.62418479131304,-74.08724819983736,45.6,64.03333333333333,39.81666666666667
254,584755.0,STATEN ISLAND,Heartland Village,27,40.589138948752854,-74.15902208156608,42.8,61.73333333333333,42.9
255,777569.5,STATEN ISLAND,Huguenot,2,40.53191192048964,-74.1917410574782,45.56666666666667,87.4,48.93333333333333
256,751077.0,STATEN ISLAND,Manor Heights,6,40.60180957631448,-74.12059399718008,40.75,76.7,37.083333333333336
257,377161.0,STATEN ISLAND,Mariner's Harbor,10,40.632546390481174,-74.15008537046988,38.55,72.05,39.56666666666667
258,474654.0,STATEN ISLAND,Midland Beach,2,40.57352690574288,-74.09348266303599,44.61666666666667,56.83333333333334,38.85
259,421353.0,STATEN ISLAND,New Brighton,16,40.640614559135145,-74.08701650516633,48.61666666666667,83.81666666666666,42.833333333333336
260,641942.5,STATEN ISLAND,New Dorp,3,40.572572318206355,-74.11647943606387,49.06666666666667,55.3,44.75
261,551919.0,STATEN ISLAND,New Dorp Beach,2,40.56425549307338,-74.10432707469131,52.21666666666667,61.68333333333333,46.45
262,705073.0,STATEN ISLAND,New Springville,4,40.594252379161745,-74.16496031329834,39.88333333333333,118.98333333333332,42.45
263,611346.5,STATEN ISLAND,Oakwood,5,40.55846224328885,-74.12156593771905,53.5,54.65,47.73333333333333
264,650334.0,STATEN ISLAND,Old Town,8,40.59632891379517,-74.08751118005587,42.766666666666666,38.13333333333333,36.98333333333333
265,445664.0,STATEN ISLAND,Park Hill,19,40.609190444345614,-74.08015734936303,41.06666666666667,50.8,35.28333333333333
266,794828.0,STATEN ISLAND,Pleasant Plains,5,40.52469937611818,-74.21983106616784,45.11666666666667,97.11666666666666,48.48333333333333
267,305285.0,STATEN ISLAND,Port Ivory,4,40.63968297845546,-74.17464532993549,38.13333333333333,79.2,41.41666666666666
268,429201.0,STATEN ISLAND,Port Richmond,26,40.63366930554369,-74.12943426797015,41.91666666666666,56.23333333333333,42.95
269,869446.0,STATEN ISLAND,Prince's Bay,3,40.52626406734817,-74.20152556457666,45.35,89.08333333333331,48.71666666666667
270,634952.0,STATEN ISLAND,Randall Manor,5,40.635630006811546,-74.09805062373894,47.95,75.51666666666667,42.16666666666666
271,572104.5,STATEN ISLAND,Richmond Town,3,40.569605942755096,-74.13405729862578,48.51666666666666,71.61666666666666,45.13333333333333
272,844557.0,STATEN ISLAND,Richmond Valley,1,40.51954145748913,-74.22957080626948,46.16666666666666,90.83333333333331,49.53333333333333
273,537278.0,STATEN ISLAND,Rosebank,1,40.61530494652765,-74.06980526716148,41.516666666666666,59.6,35.96666666666667
274,628282.0,STATEN ISLAND,Rossville,7,40.54940400650077,-74.21572851113959,41.66666666666666,90.65,45.03333333333333
275,736092.5,STATEN ISLAND,Sandy Ground,4,40.5411399220918,-74.21776636068573,41.766666666666666,87.96666666666668,45.13333333333333
276,552808.5,STATEN ISLAND,Shore Acres,2,40.60971934079289,-74.06667766061778,39.28333333333333,41.38333333333333,33.35
277,563837.0,STATEN ISLAND,St. George,28,40.644981571004436,-74.07935312512805,50.23333333333333,69.01666666666667,44.3
278,522988.0,STATEN ISLAND,Stapleton,18,40.626927625381796,-74.07790192660073,45.16666666666666,58.96666666666667,39.38333333333333
279,673433.0,STATEN ISLAND,Sunnyside,7,40.612760157564935,-74.09712552178537,39.65,58.58333333333334,33.86666666666667
280,505362.0,STATEN ISLAND,Tompkinsville,14,40.637316067110355,-74.08055351790122,47.33333333333334,65.83333333333333,41.55
281,634621.5,STATEN ISLAND,Tottenville,9,40.50533376115647,-74.2465693423529,50.18333333333333,98.2,53.55
282,546654.0,STATEN ISLAND,Travis,1,40.586313751032854,-74.19073717538123,39.333333333333336,82.5,42.71666666666667
283,575809.5,STATEN ISLAND,West Brighton,19,40.63187892654611,-74.10718178265617,46.33333333333334,62.71666666666667,40.55
284,574338.0,STATEN ISLAND,Westerleigh,11,40.62109047275413,-74.13304143951713,40.766666666666666,70.61666666666666,39.65
285,689052.0,STATEN ISLAND,Willowbrook,5,40.60370692627375,-74.13208447484304,38.9,78.28333333333333,35.9
286,664472.5,STATEN ISLAND,Woodrow,3,40.53745265012707,-74.22135055371615,44.06666666666667,96.93333333333334,47.43333333333333
