,Name,Borough,Latitude,Longitude,Manhattan_drive_time,Manhattan_subway_time,JFK_airport_drive_time
67,Red Hook,BROOKLYN,40.67625323025092,-74.01275897473568,29.5,43.4,38.35
68,Gowanus,BROOKLYN,40.6739311431872,-73.99444087145346,28.35,35.81666666666667,39.5
69,Fort Greene,BROOKLYN,40.688527260189815,-73.97290574369099,27.966666666666665,30.95,38.38333333333333
70,Park Slope,BROOKLYN,40.672320522682014,-73.97705030183931,33.833333333333336,32.2,42.166666666666664
71,Cypress Hills,BROOKLYN,40.6846357939163,-73.87583132262635,33.6,53.43333333333333,19.616666666666667
72,East New York,BROOKLYN,40.66992570084708,-73.88069863917373,41.0,53.21666666666667,17.9
73,Starrett City,BROOKLYN,40.64758905230878,-73.87936970045882,41.0,70.46666666666667,14.7
74,Canarsie,BROOKLYN,40.63556432797432,-73.90209269778973,47.28333333333333,76.96666666666667,20.983333333333334
75,Flatlands,BROOKLYN,40.6304460437575,-73.92911302644681,49.95,61.8,26.616666666666667
76,Mill Island,BROOKLYN,40.60633642168567,-73.90818571777432,53.55,80.83333333333333,27.2
77,Manhattan Beach,BROOKLYN,40.57791350308661,-73.94353722891894,47.21666666666667,71.75,25.333333333333332
78,Coney Island,BROOKLYN,40.57429256471605,-73.98868295821644,44.016666666666666,62.016666666666666,27.85
79,Bath Beach,BROOKLYN,40.599518702822415,-73.99875221443526,39.016666666666666,54.2,26.666666666666668
80,Borough Park,BROOKLYN,40.63313051275805,-73.99049823044818,38.7,42.31666666666667,41.5
81,Dyker Heights,BROOKLYN,40.61921945772268,-74.01931375636029,34.56666666666667,58.2,31.7
82,Gerritsen Beach,BROOKLYN,40.59084843390208,-73.93010170691203,49.31666666666667,76.05,27.483333333333334
83,Marine Park,BROOKLYN,40.60974777989464,-73.93134404108504,49.46666666666667,67.63333333333334,23.1
84,Clinton Hill,BROOKLYN,40.69322942188155,-73.96784306216374,26.433333333333334,36.28333333333333,33.81666666666667
85,Sea Gate,BROOKLYN,40.576375378902284,-74.00787311200247,46.416666666666664,90.76666666666667,30.25
86,Downtown,BROOKLYN,40.69084402109806,-73.98346337431106,23.233333333333334,21.316666666666666,33.666666666666664
87,Boerum Hill,BROOKLYN,40.687241380657376,-73.98357724689187,27.7,24.483333333333334,38.11666666666667
88,Prospect Lefferts Gardens,BROOKLYN,40.65842001746986,-73.9548986707772,39.35,38.166666666666664,40.18333333333333
89,Ocean Hill,BROOKLYN,40.6784025547954,-73.91306831787404,36.9,38.13333333333333,26.05
90,City Line,BROOKLYN,40.678569957274824,-73.86797598081343,39.11666666666667,53.36666666666667,16.116666666666667
91,Bergen Beach,BROOKLYN,40.615149550453125,-73.89855633630324,55.166666666666664,84.33333333333333,28.35
92,Midwood,BROOKLYN,40.62559589869847,-73.95759523489846,41.4,38.266666666666666,32.88333333333333
93,Prospect Park South,BROOKLYN,40.64700860318523,-73.96261316716055,36.766666666666666,34.45,40.15
94,Georgetown,BROOKLYN,40.623845244784235,-73.91607483951331,54.93333333333333,68.45,26.666666666666668
95,Spring Creek,BROOKLYN,40.65713927658277,-73.86998779106547,40.78333333333333,66.95,14.483333333333333
96,East Williamsburg,BROOKLYN,40.70849241041552,-73.93885815269203,25.6,23.766666666666666,32.0
97,North Side,BROOKLYN,40.714822906532056,-73.95880857587589,26.383333333333333,20.616666666666667,32.833333333333336
98,South Side,BROOKLYN,40.710861472650684,-73.95800095153338,28.0,30.55,36.016666666666666
99,Navy Yard,BROOKLYN,40.698790872180545,-73.97164435527614,26.4,39.916666666666664,33.983333333333334
100,Ocean Parkway,BROOKLYN,40.61305976667946,-73.96836678035548,39.13333333333333,50.583333333333336,30.533333333333335
101,Fort Hamilton,BROOKLYN,40.6147681269423,-74.0319791453799,35.86666666666667,48.9,28.666666666666668
102,Chinatown,MANHATTAN,40.715618422314364,-73.99427936255985,21.266666666666666,20.983333333333334,35.11666666666667
103,Washington Heights,MANHATTAN,40.85190252555309,-73.93690027985242,27.783333333333335,38.68333333333333,36.63333333333333
104,Inwood,MANHATTAN,40.86768396449919,-73.92121042203905,28.883333333333333,42.0,37.06666666666667
105,Hamilton Heights,MANHATTAN,40.82360428481197,-73.94968791883373,27.116666666666667,32.68333333333333,36.016666666666666
106,Manhattanville,MANHATTAN,40.81693442949784,-73.95738539351888,23.966666666666665,34.5,37.916666666666664
107,Central Harlem,MANHATTAN,40.81597606742418,-73.94321112603912,26.616666666666667,32.4,32.45
108,East Harlem,MANHATTAN,40.79224946663037,-73.94418223148531,23.6,38.6,31.0
109,Upper East Side,MANHATTAN,40.77563857330185,-73.96050763135007,21.716666666666665,18.2,37.25
110,Yorkville,MANHATTAN,40.77592984988492,-73.94711784471833,18.966666666666665,19.516666666666666,31.866666666666667
111,Lenox Hill,MANHATTAN,40.76811265828737,-73.95885968813766,21.416666666666668,13.15,37.86666666666667
112,Roosevelt Island,MANHATTAN,40.762403730702246,-73.9494705736962,24.183333333333334,19.35,35.65
113,Upper West Side,MANHATTAN,40.7876579985349,-73.9770592363061,22.033333333333335,17.283333333333335,42.06666666666667
114,Lincoln Square,MANHATTAN,40.773528889421705,-73.9853377700127,18.966666666666665,19.4,42.85
115,Clinton,MANHATTAN,40.758333686906404,-73.99640768221386,10.333333333333334,15.883333333333333,40.63333333333333
116,Midtown,MANHATTAN,40.75469110270627,-73.98166882730311,9.3,11.583333333333334,38.11666666666667
117,Murray Hill,MANHATTAN,40.74830307725222,-73.97833207924134,7.566666666666666,3.1666666666666665,28.816666666666666
118,Chelsea,MANHATTAN,40.74403470674802,-74.0031163347282,9.866666666666667,16.416666666666668,43.333333333333336
119,Greenwich Village,MANHATTAN,40.72693288536132,-73.99991402945909,11.183333333333334,15.166666666666666,39.5
120,East Village,MANHATTAN,40.72784677727029,-73.98222616506425,16.483333333333334,20.366666666666667,36.55
121,Lower East Side,MANHATTAN,40.71780674892769,-73.98089031999298,18.15,28.433333333333334,35.31666666666667
122,Tribeca,MANHATTAN,40.72152196744325,-74.01068328559094,16.3,21.05,43.78333333333333
123,Little Italy,MANHATTAN,40.71932379395911,-73.9973046720808,16.1,17.166666666666668,36.95
124,Soho,MANHATTAN,40.72218384131798,-74.00065666959766,12.9,15.2,39.46666666666667
125,West Village,MANHATTAN,40.734433935724375,-74.00617998126819,11.5,8.783333333333333,44.833333333333336
126,Manhattan Valley,MANHATTAN,40.7973070417029,-73.96428617740662,24.966666666666665,25.883333333333333,39.8
127,Morningside Heights,MANHATTAN,40.80799973816586,-73.96389627905339,27.25,38.55,42.333333333333336
128,Gramercy,MANHATTAN,40.737209832715045,-73.98137594833548,13.416666666666666,18.7,33.016666666666666
129,Battery Park City,MANHATTAN,40.71193198394569,-74.01686930508625,21.066666666666666,24.55,40.733333333333334
130,Financial District,MANHATTAN,40.70710710727052,-74.01066544521277,24.8,20.7,43.333333333333336
131,Astoria,QUEENS,40.768508593354966,-73.91565374304241,22.983333333333334,30.533333333333335,25.55
132,Woodside,QUEENS,40.746349088602265,-73.90184166838291,21.2,18.35,26.033333333333335
133,Jackson Heights,QUEENS,40.751981380073715,-73.88282109164372,24.65,30.216666666666665,26.183333333333334
134,Elmhurst,QUEENS,40.744048505122066,-73.88165622288396,23.616666666666667,29.833333333333332,27.166666666666668
135,Howard Beach,QUEENS,40.6542252773849,-73.83813764600289,40.28333333333333,83.66666666666667,13.983333333333333
136,South Corona,QUEENS,40.7423817501567,-73.85682497345266,25.35,53.31666666666667,21.383333333333333
137,Forest Hills,QUEENS,40.725263782165065,-73.8444750078899,25.383333333333333,41.46666666666667,16.683333333333334
138,Kew Gardens,QUEENS,40.705179035414844,-73.8298190582571,29.8,55.31666666666667,17.283333333333335
139,Richmond Hill,QUEENS,40.69794731471767,-73.83183321446894,31.75,43.43333333333333,18.316666666666666
140,Downtown Flushing,QUEENS,40.76116362081876,-73.82936758711861,27.833333333333332,34.733333333333334,21.483333333333334
141,Long Island City,QUEENS,40.75021734610532,-73.93920223915512,19.1,17.166666666666668,30.033333333333335
142,Sunnyside,QUEENS,40.74017628351928,-73.92691617561584,17.833333333333332,36.06666666666667,25.9
143,East Elmhurst,QUEENS,40.764073238830946,-73.86704147658779,26.1,62.11666666666667,20.716666666666665
144,Maspeth,QUEENS,40.72542737409365,-73.89621713626867,18.583333333333332,44.65,21.35
145,Ridgewood,QUEENS,40.70832315613862,-73.90143517559596,26.116666666666667,46.63333333333333,27.783333333333335
146,Glendale,QUEENS,40.702762429678415,-73.87074167435614,30.5,71.15,21.916666666666668
147,Rego Park,QUEENS,40.72897409480739,-73.85782686905377,23.65,35.61666666666667,20.716666666666665
148,Woodhaven,QUEENS,40.689886879157925,-73.85811046554328,33.5,56.68333333333333,20.083333333333332
149,Ozone Park,QUEENS,40.68070846826546,-73.84320266173454,34.36666666666667,53.8,16.466666666666665
150,South Ozone Park,QUEENS,40.66854957767199,-73.80986478649048,35.78333333333333,102.88333333333334,9.9
151,College Point,QUEENS,40.78490274926025,-73.84304528896132,32.4,71.83333333333333,26.05
152,Whitestone,QUEENS,40.781290766026984,-73.8142021661087,28.8,60.016666666666666,22.45
153,Bayside,QUEENS,40.76604063281068,-73.77427363068676,30.433333333333334,36.36666666666667,24.4
154,Auburndale,QUEENS,40.761729549032665,-73.79176243728068,31.45,30.766666666666666,27.133333333333333
155,Little Neck,QUEENS,40.77082619282674,-73.73889775580747,33.2,41.35,23.033333333333335
156,Douglaston,QUEENS,40.766846097907674,-73.74249820727337,32.38333333333333,41.56666666666667,22.216666666666665
157,Glen Oaks,QUEENS,40.74944079974336,-73.71548118999152,33.083333333333336,71.38333333333334,19.966666666666665
158,Bellerose,QUEENS,40.72857318176679,-73.7201281482691,32.63333333333333,70.71666666666667,17.483333333333334
159,Kew Gardens Hills,QUEENS,40.72257824422808,-73.82087764933573,27.15,49.516666666666666,16.933333333333334
160,Fresh Meadows,QUEENS,40.734394465331334,-73.78271337003271,31.466666666666665,61.21666666666667,24.616666666666667
161,Briarwood,QUEENS,40.710935472522756,-73.81174822458641,29.683333333333334,50.63333333333333,15.816666666666666
162,Jamaica Center,QUEENS,40.704657360687214,-73.79690165888296,33.75,38.7,18.083333333333332
163,Oakland Gardens,QUEENS,40.74561857141858,-73.75494976234339,29.5,52.21666666666667,20.716666666666665
164,Queens Village,QUEENS,40.7188930921674,-73.73871484578433,33.7,68.33333333333333,18.85
165,Hollis,QUEENS,40.71124344191908,-73.75925009335602,35.1,64.38333333333334,21.766666666666666
166,South Jamaica,QUEENS,40.69691125378992,-73.79042613135549,35.833333333333336,60.61666666666667,17.266666666666666
167,St. Albans,QUEENS,40.69444538522363,-73.75867603727725,38.93333333333333,65.61666666666666,18.816666666666666
168,Rochdale,QUEENS,40.675211395917366,-73.77258787620913,38.13333333333333,68.18333333333334,11.183333333333334
169,Springfield Gardens,QUEENS,40.666230490368626,-73.76042092682295,37.983333333333334,54.25,12.333333333333334
170,Cambria Heights,QUEENS,40.69277463916089,-73.73526873708033,37.25,78.61666666666666,13.7
171,Rosedale,QUEENS,40.65981643342812,-73.73526079428285,39.88333333333333,55.0,12.933333333333334
172,Far Rockaway,QUEENS,40.60313443250093,-73.7549796804388,52.083333333333336,81.88333333333334,27.3
173,Broad Channel,QUEENS,40.603026583512424,-73.82005489110327,46.71666666666667,75.98333333333333,20.416666666666668
174,Breezy Point,QUEENS,40.557401288454564,-73.92551196994177,54.43333333333333,,28.133333333333333
175,Steinway,QUEENS,40.77592301564293,-73.90228960391681,24.666666666666668,39.36666666666667,25.8
176,Beechhurst,QUEENS,40.792781403600515,-73.80436451720996,28.833333333333332,89.21666666666667,22.466666666666665
177,Bay Terrace,QUEENS,40.7828428062456,-73.77680222621588,31.566666666666666,47.68333333333333,23.6
178,Edgemere,QUEENS,40.59564180736854,-73.77613282391712,56.016666666666666,77.58333333333333,31.25
179,Arverne,QUEENS,40.58914394372975,-73.7919923313695,54.71666666666667,76.51666666666667,28.416666666666668
180,Seaside,QUEENS,40.58280169684563,-73.82236121088758,52.11666666666667,79.71666666666667,25.816666666666666
181,Neponsit,QUEENS,40.57203673021705,-73.85754672410836,49.95,108.23333333333333,23.65
182,Murray Hill,QUEENS,40.7641261226141,-73.81276269135873,31.266666666666666,27.833333333333332,24.916666666666668
183,Floral Park,QUEENS,40.74137842194548,-73.70884705889253,33.31666666666667,69.05,19.516666666666666
184,Holliswood,QUEENS,40.720957207644446,-73.76714166714736,30.383333333333333,61.56666666666667,20.983333333333334
185,Jamaica Estates,QUEENS,40.716804830146174,-73.78722696936667,29.3,53.6,20.733333333333334
186,Queensboro Hill,QUEENS,40.744572309286745,-73.82580915110566,23.633333333333333,55.266666666666666,19.45
187,Hillcrest,QUEENS,40.72382490182924,-73.79760300912679,30.0,49.53333333333333,19.25
188,Ravenswood,QUEENS,40.76170452605419,-73.93157506072886,23.216666666666665,29.266666666666666,29.933333333333334
189,Lindenwood,QUEENS,40.66391841925143,-73.84963782402448,38.75,83.46666666666667,12.45
190,Laurelton,QUEENS,40.667883896602504,-73.74025607989829,38.21666666666667,52.55,11.266666666666667
191,Lefrak City,QUEENS,40.73607457083084,-73.86252471413746,25.416666666666668,40.6,20.383333333333333
192,Belle Harbor,QUEENS,40.57615556543113,-73.85401750392529,50.75,101.43333333333334,24.45
193,Rockaway Park,QUEENS,40.58034295646135,-73.84153370226193,52.1,87.08333333333333,25.8
194,Somerville,QUEENS,40.59771061565772,-73.79664750844056,55.45,79.61666666666666,29.15
195,Brookville,QUEENS,40.66000322733616,-73.7517531073116,39.9,55.65,12.95
196,Bellaire,QUEENS,40.73301404027838,-73.73889198912488,32.483333333333334,57.45,17.916666666666668
197,North Corona,QUEENS,40.75407099904894,-73.85751790676454,25.5,46.2,18.616666666666667
198,Forest Hills Gardens,QUEENS,40.71461108151174,-73.84102211234017,30.05,47.083333333333336,19.1
199,St. George,STATEN ISLAND,40.64498157100444,-74.07935312512804,50.233333333333334,69.01666666666667,44.3
200,New Brighton,STATEN ISLAND,40.64061455913515,-74.08701650516633,48.61666666666667,83.81666666666666,42.833333333333336
201,Stapleton,STATEN ISLAND,40.6269276253818,-74.07790192660073,45.166666666666664,58.96666666666667,39.38333333333333
202,Rosebank,STATEN ISLAND,40.61530494652765,-74.06980526716148,41.516666666666666,59.6,35.96666666666667
203,West Brighton,STATEN ISLAND,40.63187892654611,-74.10718178265617,46.333333333333336,62.71666666666667,40.55
204,Grymes Hill,STATEN ISLAND,40.62418479131304,-74.08724819983736,45.6,64.03333333333333,39.81666666666667
205,Todt Hill,STATEN ISLAND,40.59706851814676,-74.11132881800887,41.38333333333333,74.16666666666667,37.083333333333336
206,South Beach,STATEN ISLAND,40.5802474135096,-74.07955292539827,42.4,55.61666666666667,36.61666666666667
207,Port Richmond,STATEN ISLAND,40.63366930554369,-74.12943426797015,41.916666666666664,56.233333333333334,42.95
208,Mariner's Harbor,STATEN ISLAND,40.63254639048117,-74.15008537046988,38.55,72.05,39.56666666666667
209,Port Ivory,STATEN ISLAND,40.63968297845546,-74.17464532993549,38.13333333333333,79.2,41.416666666666664
210,Castleton Corners,STATEN ISLAND,40.613335937667465,-74.1191805853485,39.266666666666666,61.083333333333336,35.75
211,New Springville,STATEN ISLAND,40.59425237916174,-74.16496031329834,39.88333333333333,118.98333333333333,42.45
212,Travis,STATEN ISLAND,40.58631375103285,-74.19073717538123,39.333333333333336,82.5,42.71666666666667
213,New Dorp,STATEN ISLAND,40.57257231820636,-74.11647943606387,49.06666666666667,55.3,44.75
214,Oakwood,STATEN ISLAND,40.558462243288844,-74.12156593771904,53.5,54.65,47.733333333333334
215,Great Kills,STATEN ISLAND,40.54948022871365,-74.14932381490999,54.36666666666667,69.25,51.7
216,Eltingville,STATEN ISLAND,40.54223074745079,-74.16433080419367,49.63333333333333,67.3,52.43333333333333
217,Annadale,STATEN ISLAND,40.538114174745104,-74.17854866165885,47.35,80.88333333333334,50.71666666666667
218,Woodrow,STATEN ISLAND,40.53745265012707,-74.22135055371616,44.06666666666667,96.93333333333334,47.43333333333333
219,Tottenville,STATEN ISLAND,40.505333761156464,-74.24656934235291,50.18333333333333,98.2,53.55
220,Tompkinsville,STATEN ISLAND,40.63731606711036,-74.08055351790122,47.333333333333336,65.83333333333333,41.55
221,Silver Lake,STATEN ISLAND,40.619193107926804,-74.09629029235465,41.31666666666667,57.93333333333333,35.53333333333333
222,Sunnyside,STATEN ISLAND,40.612760157564935,-74.09712552178537,39.65,58.583333333333336,33.86666666666667
223,Ditmas Park,BROOKLYN,40.64367518334101,-73.96101312466787,36.333333333333336,35.46666666666667,39.733333333333334
224,Wingate,BROOKLYN,40.660946561881154,-73.93718680559321,43.0,50.166666666666664,34.55
225,Rugby,BROOKLYN,40.65557231328081,-73.92688212616963,47.78333333333333,53.46666666666667,28.95
226,Park Hill,STATEN ISLAND,40.60919044434562,-74.08015734936303,41.06666666666667,50.8,35.28333333333333
227,Westerleigh,STATEN ISLAND,40.62109047275413,-74.13304143951713,40.766666666666666,70.61666666666666,39.65
228,Graniteville,STATEN ISLAND,40.62017151223193,-74.1531524638777,36.6,77.16666666666667,38.46666666666667
229,Arlington,STATEN ISLAND,40.63532509911496,-74.16510420241131,37.93333333333333,76.2,43.55
230,Arrochar,STATEN ISLAND,40.596312571276776,-74.06712363225581,38.5,66.53333333333333,32.733333333333334
231,Grasmere,STATEN ISLAND,40.59826835959995,-74.07667436279057,39.11666666666667,66.8,33.18333333333333
232,Old Town,STATEN ISLAND,40.596328913795176,-74.08751118005587,42.766666666666666,38.13333333333333,36.983333333333334
233,Dongan Hills,STATEN ISLAND,40.58867294819932,-74.09639905312528,46.03333333333333,46.7,40.25
234,Midland Beach,STATEN ISLAND,40.573526905742874,-74.09348266303599,44.61666666666667,56.833333333333336,38.85
235,Grant City,STATEN ISLAND,40.57621558711792,-74.10585598545441,48.416666666666664,47.03333333333333,42.65
236,New Dorp Beach,STATEN ISLAND,40.56425549307338,-74.10432707469131,52.21666666666667,61.68333333333333,46.45
237,Bay Terrace,STATEN ISLAND,40.55398800858466,-74.13916622175775,52.81666666666667,62.68333333333333,49.61666666666667
238,Huguenot,STATEN ISLAND,40.53191192048964,-74.19174105747821,45.56666666666667,87.4,48.93333333333333
239,Pleasant Plains,STATEN ISLAND,40.52469937611818,-74.21983106616784,45.11666666666667,97.11666666666666,48.483333333333334
240,Butler Manor,STATEN ISLAND,40.506081653463085,-74.22950350260034,48.833333333333336,95.76666666666667,52.2
241,Charleston,STATEN ISLAND,40.530531482833176,-74.23215775896533,46.75,103.81666666666666,49.93333333333333
242,Rossville,STATEN ISLAND,40.549404006500765,-74.21572851113959,41.666666666666664,90.65,45.03333333333333
243,Arden Heights,STATEN ISLAND,40.549285822783254,-74.185886745839,44.43333333333333,100.28333333333333,47.8
244,Greenridge,STATEN ISLAND,40.559712496342954,-74.19150620964295,42.38333333333333,80.55,45.75
245,Heartland Village,STATEN ISLAND,40.589138948752854,-74.15902208156608,42.8,61.733333333333334,42.9
246,Chelsea,STATEN ISLAND,40.59472602746298,-74.18956045519697,39.416666666666664,77.93333333333334,42.78333333333333
247,Bloomfield,STATEN ISLAND,40.60577868452362,-74.18725638381574,37.46666666666667,129.06666666666666,40.833333333333336
248,Bulls Head,STATEN ISLAND,40.60959180042034,-74.15940948657129,37.983333333333334,71.85,38.28333333333333
249,Carnegie Hill,MANHATTAN,40.78268256712574,-73.95325646837121,23.116666666666667,22.7,34.2
250,Noho,MANHATTAN,40.72325901885772,-73.98843368023604,17.383333333333333,21.8,37.483333333333334
251,Civic Center,MANHATTAN,40.715228920462856,-74.00541529873362,16.883333333333333,18.083333333333332,39.7
252,Midtown South,MANHATTAN,40.748509664312245,-73.98871313285254,0.0,0.0,34.25
253,Richmond Town,STATEN ISLAND,40.56960594275509,-74.13405729862578,48.516666666666666,71.61666666666666,45.13333333333333
254,Shore Acres,STATEN ISLAND,40.609719340792886,-74.06667766061778,39.28333333333333,41.38333333333333,33.35
255,Clifton,STATEN ISLAND,40.61917845202847,-74.07264244548406,42.733333333333334,57.733333333333334,36.95
256,Concord,STATEN ISLAND,40.604473189687944,-74.08402364740365,39.65,43.56666666666667,33.86666666666667
257,Emerson Hill,STATEN ISLAND,40.606794394801035,-74.09776206972529,42.11666666666667,59.31666666666667,36.333333333333336
258,Randall Manor,STATEN ISLAND,40.63563000681155,-74.09805062373894,47.95,75.51666666666667,42.166666666666664
259,Howland Hook,STATEN ISLAND,40.638432837947995,-74.1862233174983,37.96666666666667,137.36666666666667,41.25
260,Elm Park,STATEN ISLAND,40.63014674119387,-74.14181678968897,39.3,70.68333333333334,39.78333333333333
